gene_name,promoter_type,gene_type,metric,value
RN7SL624P,Type 3,Pseudogene,Score,277.587
RN7SL625P,Type 1,Pseudogene,Score,26.7047
RN7SL627P,Type 1,Pseudogene,Score,14.1767
RN7SL62P,Type 1,Pseudogene,Score,13.6867
RN7SL633P,Type 1,Pseudogene,Score,23.2941
RN7SL634P,Type 1,Pseudogene,Score,22.1813
RN7SL634P,Type 2,Pseudogene,Score,112.53
RN7SL635P,Type 1,Pseudogene,Score,20.5278
RN7SL636P,Type 1,Pseudogene,Score,20.7384
RN7SL640P,Type 1,Pseudogene,Score,13.6867
RN7SL643P,Type 1,Pseudogene,Score,14.1365
RN7SL644P,Type 1,Pseudogene,Score,14.8283
RN7SL644P,Type 2,Pseudogene,Score,328.755
RN7SL644P,Type 3,Pseudogene,Score,280.202
RN7SL645P,Type 1,Pseudogene,Score,14.9221
RN7SL648P,Type 1,Pseudogene,Score,14.1172
RN7SL649P,Type 1,Pseudogene,Score,15.3862
RN7SL650P,Type 1,Pseudogene,Score,20.7384
RN7SL650P,Type 2,Pseudogene,Score,133.346
RN7SL652P,Type 3,Pseudogene,Score,176.224
RN7SL658P,Type 1,Pseudogene,Score,18.8259
RN7SL659P,Type 1,Pseudogene,Score,14.8965
RN7SL663P,Type 1,Pseudogene,Score,19.0493
RN7SL663P,Type 2,Pseudogene,Score,140.81
RN7SL664P,Type 1,Pseudogene,Score,16.6331
RN7SL664P,Type 2,Pseudogene,Score,144.149
RN7SL666P,Type 1,Pseudogene,Score,14.4667
RN7SL667P,Type 1,Pseudogene,Score,23.13525
RN7SL667P,Type 2,Pseudogene,Score,305.637
RN7SL667P,Type 3,Pseudogene,Score,239.602
RN7SL668P,Type 1,Pseudogene,Score,22.8804
RN7SL66P,Type 1,Pseudogene,Score,21.8069
RN7SL66P,Type 2,Pseudogene,Score,287.459
RN7SL66P,Type 3,Pseudogene,Score,275.869
RN7SL670P,Type 1,Pseudogene,Score,29.2344
RN7SL670P,Type 2,Pseudogene,Score,280.594
RN7SL670P,Type 3,Pseudogene,Score,245.056
RN7SL672P,Type 1,Pseudogene,Score,19.9678
RN7SL676P,Type 1,Pseudogene,Score,39.8024
RN7SL676P,Type 2,Pseudogene,Score,181.133
RN7SL676P,Type 3,Pseudogene,Score,163.05
RN7SL679P,Type 1,Pseudogene,Score,17.3685
RN7SL683P,Type 1,Pseudogene,Score,20.3654
RN7SL685P,Type 1,Pseudogene,Score,19.7943
RN7SL687P,Type 1,Pseudogene,Score,14.1559
RN7SL68P,Type 1,Pseudogene,Score,15.643
RN7SL690P,Type 1,Pseudogene,Score,50.6701
RN7SL690P,Type 2,Pseudogene,Score,206.24
RN7SL690P,Type 3,Pseudogene,Score,196.044
RN7SL691P,Type 1,Pseudogene,Score,22.8936
RN7SL693P,Type 1,Pseudogene,Score,18.7473
RN7SL693P,Type 2,Pseudogene,Score,317.821
RN7SL693P,Type 3,Pseudogene,Score,275.134
RN7SL69P,Type 1,Pseudogene,Score,15.28815
RN7SL704P,Type 1,Pseudogene,Score,15.9717
RN7SL709P,Type 1,Pseudogene,Score,16.63045
RN7SL711P,Type 3,Pseudogene,Score,144.11
RN7SL712P,Type 1,Pseudogene,Score,13.6867
RN7SL714P,Type 1,Pseudogene,Score,14.8965
RN7SL716P,Type 1,Pseudogene,Score,26.6103
RN7SL716P,Type 2,Pseudogene,Score,253.22
RN7SL716P,Type 3,Pseudogene,Score,212.888
RN7SL717P,Type 1,Pseudogene,Score,14.8965
RN7SL718P,Type 1,Pseudogene,Score,26.02315
RN7SL718P,Type 2,Pseudogene,Score,334.556
RN7SL718P,Type 3,Pseudogene,Score,314.326
RN7SL720P,Type 1,Pseudogene,Score,15.2521
RN7SL720P,Type 2,Pseudogene,Score,131.8
RN7SL722P,Type 1,Pseudogene,Score,16.645
RN7SL724P,Type 1,Pseudogene,Score,22.7195
RN7SL726P,Type 1,Pseudogene,Score,19.2117
RN7SL727P,Type 1,Pseudogene,Score,19.4294
RN7SL728P,Type 1,Pseudogene,Score,20.997
RN7SL733P,Type 1,Pseudogene,Score,20.0257
RN7SL733P,Type 2,Pseudogene,Score,129.148
RN7SL735P,Type 1,Pseudogene,Score,13.6867
RN7SL738P,Type 1,Pseudogene,Score,14.0134
RN7SL73P,Type 1,Pseudogene,Score,42.7591
RN7SL73P,Type 2,Pseudogene,Score,209.707
RN7SL73P,Type 3,Pseudogene,Score,206.106
RN7SL740P,Type 1,Pseudogene,Score,33.1839
RN7SL740P,Type 2,Pseudogene,Score,166.99
RN7SL741P,Type 1,Pseudogene,Score,30.4608
RN7SL744P,Type 1,Pseudogene,Score,17.311
RN7SL744P,Type 2,Pseudogene,Score,307.623
RN7SL744P,Type 3,Pseudogene,Score,263.949
RN7SL745P,Type 1,Pseudogene,Score,17.5106
RN7SL748P,Type 1,Pseudogene,Score,35.0294
RN7SL74P,Type 1,Pseudogene,Score,14.3634
RN7SL750P,Type 1,Pseudogene,Score,31.6443
RN7SL750P,Type 2,Pseudogene,Score,246.565
RN7SL750P,Type 3,Pseudogene,Score,204.635
RN7SL756P,Type 1,Pseudogene,Score,15.4875
RN7SL757P,Type 1,Pseudogene,Score,16.6266
RN7SL75P,Type 1,Pseudogene,Score,17.2104
RN7SL762P,Type 1,Pseudogene,Score,18.5803
RN7SL764P,Type 1,Pseudogene,Score,31.506
RN7SL764P,Type 2,Pseudogene,Score,135.183
RN7SL769P,Type 1,Pseudogene,Score,21.7671
RN7SL769P,Type 3,Pseudogene,Score,143.538
RN7SL771P,Type 1,Pseudogene,Score,22.618
RN7SL774P,Type 1,Pseudogene,Score,22.9145
RN7SL774P,Type 2,Pseudogene,Score,315.377
RN7SL774P,Type 3,Pseudogene,Score,337.292
RN7SL775P,Type 1,Pseudogene,Score,25.0496
RN7SL775P,Type 2,Pseudogene,Score,149.889
RN7SL775P,Type 3,Pseudogene,Score,147.132
RN7SL782P,Type 1,Pseudogene,Score,13.6867
RN7SL784P,Type 1,Pseudogene,Score,17.773049999999998
RN7SL784P,Type 2,Pseudogene,Score,334.386
RN7SL784P,Type 3,Pseudogene,Score,317.318
RN7SL785P,Type 1,Pseudogene,Score,27.40995
RN7SL785P,Type 2,Pseudogene,Score,162.215
RN7SL785P,Type 3,Pseudogene,Score,151.582
RN7SL786P,Type 1,Pseudogene,Score,26.0932
RN7SL787P,Type 1,Pseudogene,Score,16.7057
RN7SL788P,Type 1,Pseudogene,Score,15.6264
RN7SL789P,Type 1,Pseudogene,Score,30.1408
RN7SL789P,Type 3,Pseudogene,Score,155.935
RN7SL790P,Type 1,Pseudogene,Score,18.63635
RN7SL794P,Type 1,Pseudogene,Score,15.6264
RN7SL795P,Type 1,Pseudogene,Score,18.9158
RN7SL797P,Type 1,Pseudogene,Score,14.9164
RN7SL798P,Type 1,Pseudogene,Score,18.3644
RN7SL79P,Type 1,Pseudogene,Score,14.9944
RN7SL79P,Type 2,Pseudogene,Score,123.472
RN7SL800P,Type 1,Pseudogene,Score,15.5014
RN7SL802P,Type 1,Pseudogene,Score,13.6867
RN7SL803P,Type 1,Pseudogene,Score,19.3673
RN7SL804P,Type 1,Pseudogene,Score,15.3409
RN7SL809P,Type 1,Pseudogene,Score,15.0748
RN7SL811P,Type 1,Pseudogene,Score,16.95465
RN7SL811P,Type 2,Pseudogene,Score,344.031
RN7SL811P,Type 3,Pseudogene,Score,318.352
RN7SL813P,Type 1,Pseudogene,Score,15.3409
RN7SL814P,Type 1,Pseudogene,Score,15.2469
RN7SL815P,Type 1,Pseudogene,Score,16.9549
RN7SL819P,Type 1,Pseudogene,Score,26.0254
RN7SL819P,Type 2,Pseudogene,Score,262.278
RN7SL819P,Type 3,Pseudogene,Score,250.847
RN7SL820P,Type 1,Pseudogene,Score,14.26105
RN7SL823P,Type 1,Pseudogene,Score,14.13935
RN7SL824P,Type 1,Pseudogene,Score,15.6936
RN7SL825P,Type 1,Pseudogene,Score,13.7125
RN7SL827P,Type 1,Pseudogene,Score,13.6867
RN7SL828P,Type 1,Pseudogene,Score,17.499850000000002
RN7SL828P,Type 2,Pseudogene,Score,106.348
RN7SL831P,Type 1,Pseudogene,Score,14.2967
RN7SL832P,Type 1,Pseudogene,Score,23.9696
RN7SL833P,Type 1,Pseudogene,Score,13.6867
RN7SL835P,Type 1,Pseudogene,Score,18.95405
RN7SL835P,Type 2,Pseudogene,Score,287.417
RN7SL835P,Type 3,Pseudogene,Score,233.508
RN7SL836P,Type 1,Pseudogene,Score,19.4956
RN7SL836P,Type 2,Pseudogene,Score,115.553
RN7SL842P,Type 2,Pseudogene,Score,114.785
RN7SL845P,Type 1,Pseudogene,Score,17.1258
RN7SL846P,Type 1,Pseudogene,Score,18.5649
RN7SL847P,Type 1,Pseudogene,Score,25.9625
RN7SL847P,Type 2,Pseudogene,Score,303.994
RN7SL847P,Type 3,Pseudogene,Score,224.825
RN7SL850P,Type 1,Pseudogene,Score,23.7186
RN7SL850P,Type 2,Pseudogene,Score,284.014
RN7SL850P,Type 3,Pseudogene,Score,256.849
RN7SL851P,Type 1,Pseudogene,Score,13.96145
RN7SL851P,Type 2,Pseudogene,Score,109.886
RN7SL854P,Type 1,Pseudogene,Score,18.2679
RN7SL856P,Type 1,Pseudogene,Score,20.5207
RN7SL863P,Type 1,Pseudogene,Score,15.865
RN7SL865P,Type 1,Pseudogene,Score,22.184
RN7SL870P,Type 1,Pseudogene,Score,16.7759
RN7SL88P,Type 1,Pseudogene,Score,13.6867
RN7SL88P,Type 2,Pseudogene,Score,117.313
RN7SL91P,Type 1,Pseudogene,Score,15.7422
RN7SL92P,Type 1,Pseudogene,Score,24.75895
RN7SL92P,Type 2,Pseudogene,Score,221.654
RN7SL92P,Type 3,Pseudogene,Score,173.354
RN7SL96P,Type 1,Pseudogene,Score,29.3211
RN7SL96P,Type 2,Pseudogene,Score,336.981
RN7SL96P,Type 3,Pseudogene,Score,306.944
RN7SL97P,Type 1,Pseudogene,Score,19.5045
RN7SL98P,Type 1,Pseudogene,Score,16.4161
RNU7-1,Type 1,Functional,Score,18.4191
RNU7-1,Type 3,Functional,Score,50.51136190476191
RNU7-115P,Type 1,Pseudogene,Score,20.9585
RNU7-126P,Type 1,Pseudogene,Score,21.9996
RNU7-12P,Type 1,Pseudogene,Score,15.4171
RNU7-138P,Type 1,Pseudogene,Score,15.9336
RNU7-149P,Type 1,Pseudogene,Score,15.3369
RNU7-15P,Type 2,Pseudogene,Score,129.921
RNU7-170P,Type 1,Pseudogene,Score,16.5928
RNU7-176P,Type 1,Pseudogene,Score,14.4875
RNU7-179P,Type 1,Pseudogene,Score,24.6418
RNU7-193P,Type 1,Pseudogene,Score,20.4041
RNU7-33P,Type 1,Pseudogene,Score,20.8306
RNU7-56P,Type 1,Pseudogene,Score,19.9903
RNU7-72P,Type 1,Pseudogene,Score,20.7384
RN7SK,Type 1,Functional,Score,19.814644
RN7SK,Type 3,Functional,Score,63.394179518072285
RN7SKP1,Type 1,Pseudogene,Score,19.338716666666667
RN7SKP11,Type 1,Pseudogene,Score,20.8513
RN7SKP117,Type 1,Pseudogene,Score,20.8513
RN7SKP12,Type 1,Pseudogene,Score,17.1726
RN7SKP123,Type 1,Pseudogene,Score,17.1726
RN7SKP15,Type 1,Pseudogene,Score,18.7209
RN7SKP150,Type 1,Pseudogene,Score,18.7209
RN7SKP17,Type 1,Pseudogene,Score,21.057450000000003
RN7SKP177,Type 1,Pseudogene,Score,23.5346
RN7SKP178,Type 1,Pseudogene,Score,18.5803
RN7SKP193,Type 3,Pseudogene,Score,151.444
RN7SKP2,Type 1,Pseudogene,Score,20.643421428571433
RN7SKP20,Type 1,Pseudogene,Score,17.3685
RN7SKP22,Type 1,Pseudogene,Score,21.6606
RN7SKP224,Type 1,Pseudogene,Score,25.9082
RN7SKP224,Type 2,Pseudogene,Score,135.218
RN7SKP224,Type 3,Pseudogene,Score,170.636
RN7SKP23,Type 1,Pseudogene,Score,21.62006
RN7SKP23,Type 2,Pseudogene,Score,168.6043
RN7SKP25,Type 1,Pseudogene,Score,21.4804
RN7SKP259,Type 1,Pseudogene,Score,21.4804
RN7SKP26,Type 1,Pseudogene,Score,19.25445
RN7SKP264,Type 1,Pseudogene,Score,19.2117
RN7SKP269,Type 1,Pseudogene,Score,19.2972
RN7SKP27,Type 1,Pseudogene,Score,29.0221
RN7SKP271,Type 1,Pseudogene,Score,29.0221
RN7SKP28,Type 1,Pseudogene,Score,14.8095
RN7SKP286,Type 1,Pseudogene,Score,14.8095
RN7SKP29,Type 1,Pseudogene,Score,16.397
RN7SKP290,Type 1,Pseudogene,Score,16.397
RN7SKP3,Type 1,Pseudogene,Score,16.5424
RN7SKP4,Type 1,Pseudogene,Score,13.4238
RN7SKP7,Type 1,Pseudogene,Score,17.354
RN7SKP71,Type 1,Pseudogene,Score,17.3685
RN7SKP78,Type 1,Pseudogene,Score,17.3395
RN7SKP9,Type 1,Pseudogene,Score,25.6517
RN7SKP98,Type 1,Pseudogene,Score,25.6517
