Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,tSNE1,tSNE2
RN7SL804P,Pseudogene,RN7SL,1.1306125588909273,0.30799999833107,0.32,0,11.629829180594932,20.024887695966438
RN7SL806P,Pseudogene,RN7SL,1.2809806399483663,0.0719999969005585,0.79,0,17.686824089103183,-14.658460335551078
RN7SL807P,Pseudogene,RN7SL,0.8654333072533837,0.0549999997019768,0,0,21.405434315934112,-3.5100568079885224
RN7SL808P,Pseudogene,RN7SL,0.8944949066066,0.30799999833107,0,0,23.22268805513993,-4.474648908501435
RN7SL809P,Pseudogene,RN7SL,1.321540050265302,0.219999998807907,4.93,0,8.155873283640595,17.19216445530181
RN7SL810P,Pseudogene,RN7SL,1.3214129302142956,0.305000007152557,0.14,0,18.759878123995186,-16.447332586605345
RN7SL811P,Pseudogene,RN7SL,1.736714136853074,0.180999994277954,0.34,0,37.77364284205171,4.411586122524349
RN7SL812P,Pseudogene,RN7SL,1.0955616060435165,0.214000001549721,4.27,0,23.744158376807494,-16.4575396462827
RN7SL813P,Pseudogene,RN7SL,0.8468782716810044,-0.103000000119209,0.07,0,16.133371422346343,26.796497388658175
RN7SL814P,Pseudogene,RN7SL,1.238856084288526,-0.164000004529953,0.58,0,10.355275557330387,24.70355760836693
RN7SL815P,Pseudogene,RN7SL,1.065983159861542,-0.14750000089407,0.26,0,13.497409248258235,25.2464062985644
RN7SL817P,Pseudogene,RN7SL,1.025143761336884,-0.0319999996572733,0.77,0,15.077484321056083,-6.546896264535939
RN7SL818P,Pseudogene,RN7SL,0,-0.164000004529953,0,0.39,-16.34449169601566,9.183689486197316
RN7SL819P,Pseudogene,RN7SL,1.19640307205434,0.209000006318092,0,0,35.479307338001014,7.018885935744703
RN7SL81P,Pseudogene,RN7SL,1.2642746590118163,-0.155000001192093,44.03,0.06,10.591877612235713,-8.752662067077823
RN7SL820P,Pseudogene,RN7SL,0.7667099199485142,-0.104000002145767,0.18,0,16.143543173455843,26.72399511628555
RN7SL822P,Pseudogene,RN7SL,1.4081465974484384,-0.115499999374151,0,0,9.878319553160999,-9.751300687910703
RN7SL823P,Pseudogene,RN7SL,1.0714643149398626,0.294999986886978,0.46,0,23.582185476575074,15.756958190414187
RN7SL824P,Pseudogene,RN7SL,0.6549225027863445,0.284000009298325,0,0,22.100688387585393,26.911796752635382
RN7SL825P,Pseudogene,RN7SL,1.2245306456455574,0.30799999833107,0.2,0,19.202306368938704,19.028771237640495
RN7SL826P,Pseudogene,RN7SL,1.1336883948902012,0.305000007152557,0.19,0,22.102864693121955,-16.789971394910907
RN7SL827P,Pseudogene,RN7SL,1.3025356026398056,0.193000003695488,2.01,0,9.185943565431794,18.396735694650157
RN7SL828P,Pseudogene,RN7SL,1.2953709403590583,0.214000001549721,0,0,26.368583237134352,10.700555886470278
RN7SL82P,Pseudogene,RN7SL,1.5242048120904617,-0.0189999993890524,0.2,0,4.812169891515622,-23.84267788528104
RN7SL831P,Pseudogene,RN7SL,0.6859748628322487,0.30799999833107,0,0,18.549585441953177,29.903961591109294
RN7SL832P,Pseudogene,RN7SL,0.9276980981595576,0.0489999987185001,0.85,0.01,26.680658262883448,17.673554401478974
RN7SL833P,Pseudogene,RN7SL,0.9050482121628696,0.214000001549721,2.34,0,21.972768331415562,19.10235444129512
RN7SL834P,Pseudogene,RN7SL,0.765125808543662,-0.171499997377396,7.06,0,18.991731947876428,-3.325071670670861
RN7SL835P,Pseudogene,RN7SL,1.4980816600335676,0.199000000953674,0.62,0,35.72664334701086,6.219578059860071
RN7SL836P,Pseudogene,RN7SL,1.3729429325122275,0.195999994874001,4.3,0,28.353203499456807,11.453668860677128
RN7SL837P,Pseudogene,RN7SL,0.7503573274208404,0.217999994754791,0.07,0,24.285544991202823,-4.983347474073001
RN7SL838P,Pseudogene,RN7SL,1.4011456426136666,-0.184000000357628,15.21,0,16.86064167102647,-12.723645508286838
RN7SL83P,Pseudogene,RN7SL,1.111029245798263,-0.216999992728233,0.37,0,13.001135291156672,-7.401199185960372
RN7SL840P,Pseudogene,RN7SL,1.1985773620535298,0.30799999833107,0.08,0,33.83362251789351,-18.40828703382172
RN7SL841P,Pseudogene,RN7SL,1.1344193351834897,0.347000002861023,0,0,17.98985561953789,-19.77679690969854
RN7SL842P,Pseudogene,RN7SL,1.4125274979738336,0.28099998831749,1.09,0,33.25592117137161,-19.53165028913859
RN7SL843P,Pseudogene,RN7SL,1.0876391564130363,-0.33500000834465,0.05,0,13.630508750714654,-4.523662584446287
RN7SL845P,Pseudogene,RN7SL,1.0779604987363909,0.305000007152557,0.1,0,19.118769764818435,16.343708525321883
RN7SL846P,Pseudogene,RN7SL,1.320378556100625,-0.0640000030398369,0.85,0,9.526424233555716,25.615031705010576
RN7SL847P,Pseudogene,RN7SL,1.6209331943962024,0.209999993443489,0.21,0,36.37981561418457,6.841778011762303
RN7SL849P,Pseudogene,RN7SL,1.7426013034186776,0.305000007152557,0.19,0,6.41828313042688,-25.99854671600332
RN7SL850P,Pseudogene,RN7SL,2.124639974981768,0.165000006556511,0,0.59,36.938852338538034,4.196164748985552
RN7SL851P,Pseudogene,RN7SL,1.3182978596574488,0.270999997854233,2.44,0,19.211562719631978,20.65436191089034
RN7SL853P,Pseudogene,RN7SL,1.7445020926237156,-0.0900000035762787,0.03,0,-27.00364822391254,19.51088172227376
RN7SL854P,Pseudogene,RN7SL,1.047915648677448,0.231000006198883,0.17,0,7.046462063747434,21.60781935999396
RN7SL856P,Pseudogene,RN7SL,1.177235757195708,-0.151999995112419,0.31,0,13.985410536131237,24.491444037992625
RN7SL860P,Pseudogene,RN7SL,1.2616488348439372,0.0520000010728836,0,0,-11.431015750860578,-17.643950538669845
RN7SL861P,Pseudogene,RN7SL,1.4015587771094984,0.30799999833107,5.61,0,13.114708431370078,-24.535288466428675
RN7SL862P,Pseudogene,RN7SL,1.1189567593147325,0.305000007152557,0.19,0,25.748921469468108,-18.082066212952693
RN7SL863P,Pseudogene,RN7SL,0.7627460736179041,-0.0614999998360872,0.38,0,14.384883362678925,28.77426365156072
RN7SL864P,Pseudogene,RN7SL,1.267496633212068,0.305000007152557,0.37,0,13.134167846337888,-23.091727043166962
RN7SL865P,Pseudogene,RN7SL,1.129765597676048,0.305000007152557,0.59,0,14.036344974035872,12.221474954959909
RN7SL868P,Pseudogene,RN7SL,1.2609805614114729,-0.177000001072884,0,0,18.911644120392303,-11.682830845371328
RN7SL869P,Pseudogene,RN7SL,1.088340859094593,0.305000007152557,0,0,13.906454788507506,-16.69370645695226
RN7SL870P,Pseudogene,RN7SL,0.8331534034903261,0.284000009298325,0.07,0,17.448468072194675,30.479921716935113
RN7SL87P,Pseudogene,RN7SL,1.3507776619968357,-0.0824999995529652,0,0,11.764963966692058,-10.549992512362326
RN7SL88P,Pseudogene,RN7SL,1.2429994156741064,0.248999997973442,4.09,0,26.223137681143278,9.628481623884026
RN7SL89P,Pseudogene,RN7SL,1.3500957954334851,0.405000001192093,0,0,18.343334998833807,-16.662448178085665
RN7SL8P,Pseudogene,RN7SL,1.305800102897048,0.211999997496605,1.86,0,12.78544472650494,-22.571226943838788
RN7SL91P,Pseudogene,RN7SL,0.7877878558921161,0.0140000004321337,0,0,17.05881266072359,26.684011345642357
RN7SL93P,Pseudogene,RN7SL,0.8061198723959662,0.263999998569489,0.7,0,23.468104376872873,-3.8067547711917813
RN7SL96P,Pseudogene,RN7SL,2.160153272693576,0.101000003516674,0.39,0.54,38.61797764371304,4.9288897388723285
RN7SL97P,Pseudogene,RN7SL,1.2313825987051896,0.30799999833107,0,0,18.189713761388127,14.528896800391983
RN7SL98P,Pseudogene,RN7SL,1.3893713094824591,-0.0450000017881393,0,0,12.332939004852323,22.704778602099882
RNU7-1,Functional,RNU7,5.568511994354301,0.118000000715256,1.53,0.68,5.791055668250584,5.55185409274216
RNU7-102P,Pseudogene,RNU7,1.1764837701262758,0.0915000028908253,0,0,-17.471344396009435,25.885956204008206
RNU7-103P,Pseudogene,RNU7,0.7525761259696655,-0.16499999910593,0,0,-10.038106534940688,37.60696979496722
RNU7-104P,Pseudogene,RNU7,0.7914140370469704,-0.150999993085861,0,0,-10.442128819630137,37.33787950193303
RNU7-105P,Pseudogene,RNU7,0.7282994767448375,0.0195000004023313,0,0,-8.155891977969329,35.30053140993368
RNU7-106P,Pseudogene,RNU7,1.5552663912117082,0.347000002861023,0,0,-21.60831833384175,16.947054859333903
RNU7-107P,Pseudogene,RNU7,1.3665947306384845,-0.0750000029802322,0,0,-24.518824725968084,24.803492242003305
RNU7-10P,Pseudogene,RNU7,1.4886121173026348,-0.124000001698732,0,0,4.640569834090254,-23.470609008452193
RNU7-110P,Pseudogene,RNU7,0.5042073300541183,-0.176500000059605,0,0,-7.755310986315935,37.72157381675857
RNU7-111P,Pseudogene,RNU7,0.9523916234355566,-0.0514999991282821,0,0,-13.763937420024336,31.63731296775548
RNU7-113P,Pseudogene,RNU7,1.3445528801443154,0.329500004649162,0,0,-17.73076847516515,18.31595302345241
RNU7-115P,Pseudogene,RNU7,0.9472986201016766,0.157000005245209,0,0,21.40466227772389,21.463570938224663
RNU7-116P,Pseudogene,RNU7,0.7282994767448375,-0.267000004649162,0,0,-10.116497919814202,38.41316912501622
RNU7-119P,Pseudogene,RNU7,0.9372742960794368,-0.101999998092651,0,0,-14.168788912608326,36.27975948502886
RNU7-11P,Pseudogene,RNU7,0.8403455500901972,0.28099998831749,0,0,-5.400529761468507,27.26592419809172
RNU7-120P,Pseudogene,RNU7,1.0475418603240765,-0.219999998807907,0,0,-19.21550185553474,33.9190452704667
RNU7-121P,Pseudogene,RNU7,0.7843225134175172,-0.203000001609325,0,0,-10.515917856429374,38.067696793229864
RNU7-123P,Pseudogene,RNU7,1.2156998957971517,-0.256999999284744,0,0,11.396330469763534,-7.334139524360081
RNU7-124P,Pseudogene,RNU7,1.2325068067989555,0.30799999833107,1.7,0,-15.375710031000908,20.189242409696355
RNU7-125P,Pseudogene,RNU7,1.456598953489675,0.0900000035762787,0,0,23.0222636381352,-23.77023338290842
RNU7-126P,Pseudogene,RNU7,1.5126219901623548,0.0870000012218952,0,0,12.353180075459422,12.840498759068442
RNU7-127P,Pseudogene,RNU7,1.0644376967809164,0.189500004053116,0,0,-10.375718282170444,24.32903307607607
RNU7-128P,Pseudogene,RNU7,1.0084146601082369,-0.160999998450279,0.57,0,-14.148058322133807,31.441477531414606
RNU7-129P,Pseudogene,RNU7,1.3445528801443154,0.293000012636185,0,0,-18.048002207090818,18.699288728756372
RNU7-12P,Pseudogene,RNU7,1.6246680635077144,-0.190499998629093,0,0,11.082499850879106,22.773346866584802
RNU7-130P,Pseudogene,RNU7,0.6722764400721577,0.30799999833107,0,0,-4.884190860016951,31.116525554606827
RNU7-133P,Pseudogene,RNU7,1.0084146601082369,-0.255499996244907,0,0,-18.978994340097877,34.51603129984861
RNU7-134P,Pseudogene,RNU7,1.248263285863147,-0.195499993860722,0,0,-23.645095771694134,29.907006225593204
RNU7-136P,Pseudogene,RNU7,1.2584885049659955,0.194999992847443,0,0,-16.89750977947431,21.858223847106512
RNU7-137P,Pseudogene,RNU7,1.4005759168169951,0.29899999499321,0,0,-19.209478643460105,17.84500017578612
RNU7-138P,Pseudogene,RNU7,1.0311740187565128,0.277999997138977,0,0,7.751168673445974,21.062324781377058
RNU7-13P,Pseudogene,RNU7,0.6162534033994779,0.0620000008493662,0.38,0,-6.854858480019479,35.86269248152657
RNU7-140P,Pseudogene,RNU7,1.3893713094824591,0.215000003576279,1.51,0,-14.349303259608806,15.350034222021485
RNU7-141P,Pseudogene,RNU7,1.0084146601082369,-0.210500001907349,0,0,-18.535304238007615,34.358647725100376
RNU7-143P,Pseudogene,RNU7,0.961872445026318,0.214000001549721,0.57,0,22.45974381050507,-3.6294414361939924
RNU7-144P,Pseudogene,RNU7,1.371090108041901,0.291999995708466,0,0,-18.62955483518192,18.31927088829739
RNU7-147P,Pseudogene,RNU7,0.6722764400721577,-0.10249999910593,0,0,-8.674484247402486,36.893592736904075
RNU7-148P,Pseudogene,RNU7,0.6722764400721577,0.30799999833107,0,0,-4.884181172172519,31.11651747368399
RNU7-149P,Pseudogene,RNU7,1.3540483100888374,0.0480000004172325,0.79,0,9.559833721199725,23.472154197005928
RNU7-14P,Pseudogene,RNU7,1.120460733453596,0.272000014781952,0,0,13.061505722063073,-16.643309839980702
RNU7-151P,Pseudogene,RNU7,1.1141185028868776,-0.172999992966652,1.45,0,-20.29050046243216,32.00979282929468
RNU7-152P,Pseudogene,RNU7,1.0854463355331714,0.326499998569489,0,0,-9.356796071353656,22.314671438065904
RNU7-153P,Pseudogene,RNU7,1.5686450268350345,-0.238000005483627,0,0,-27.72877831198246,21.369447593693
RNU7-154P,Pseudogene,RNU7,1.2325068067989555,-0.160499997437,1.89,0,-23.16294562670898,29.765684172526647
RNU7-155P,Pseudogene,RNU7,1.2680769888133556,0.30799999833107,0,0,-16.084417964323304,19.702770917752943
RNU7-156P,Pseudogene,RNU7,1.5958994771082302,-0.0279999990016222,0,0,-25.940831104321234,20.43061718573526
RNU7-157P,Pseudogene,RNU7,1.0525540223351963,0.300999999046326,0,0,-8.855415097301757,23.082746870973057
RNU7-159P,Pseudogene,RNU7,1.2325068067989555,0.30799999833107,0,0,-15.375502936942926,20.189228799281594
RNU7-160P,Pseudogene,RNU7,0.8403455500901972,-0.283000007271767,0,0,-11.501432083431519,38.693270108590255
RNU7-161P,Pseudogene,RNU7,0.8403455500901972,-0.0494999997317791,1.26,0,-11.384973689428076,36.1615961385857
RNU7-164P,Pseudogene,RNU7,0.8403455500901972,0.303000003099442,0,0,-5.251357607442572,27.138510009742554
RNU7-165P,Pseudogene,RNU7,1.2735903670255877,-0.172499999403954,0,0,-23.84223995046926,29.327623980119764
RNU7-167P,Pseudogene,RNU7,0.9523916234355566,0.194999992847443,0,0,-7.346922285642938,25.58606194846179
RNU7-169P,Pseudogene,RNU7,1.195770389308674,-0.119999997317791,0,0,-21.618342968037403,29.909046235390406
RNU7-170P,Pseudogene,RNU7,1.195770389308674,0.30799999833107,0,0,11.116754731804239,17.13248539139295
RNU7-171P,Pseudogene,RNU7,0.9523916234355566,-0.196999996900558,0.57,0,-17.586989931461517,35.03261497724502
RNU7-172P,Pseudogene,RNU7,0.868357068426537,0.347000002861023,0,0,-5.1933932931066344,26.36405404453619
RNU7-173P,Pseudogene,RNU7,1.599605126048884,0.305999994277954,0,0,-22.093172058239755,17.090152878244464
RNU7-174P,Pseudogene,RNU7,1.1185616474646918,0.0089999996125698,0,0,-18.054724547916337,28.602762951466957
RNU7-175P,Pseudogene,RNU7,1.138828942198737,0.252000004053116,0,0,-11.190619082058147,22.365911464377387
RNU7-176P,Pseudogene,RNU7,1.4005759168169951,0.137499995529652,0,0,9.998934635930173,17.610263034909174
RNU7-179P,Pseudogene,RNU7,1.0215965510900435,0.118000000715256,0,0,29.333825924366476,12.830146892056744
RNU7-180P,Pseudogene,RNU7,1.433478335180315,-0.0469999983906746,0,0,4.9596429010360366,-23.239587616425943
RNU7-181P,Pseudogene,RNU7,0.938764398298959,0.306500002741814,0,0,-6.540584422646372,24.97175116802741
RNU7-182P,Pseudogene,RNU7,0.3921612567087586,0.263999998569489,0,0.02,-4.069619404504096,32.60185962501454
RNU7-183P,Pseudogene,RNU7,0.560230366726798,0.30799999833107,0,0,-4.390918940083472,31.938486014548747
RNU7-185P,Pseudogene,RNU7,1.4472617807108952,0.30799999833107,0,0,-20.102958367104648,17.357612981385913
RNU7-186P,Pseudogene,RNU7,0.7167391675901575,-0.108000002801418,0.55,0,-9.241956052693014,36.91350141434287
RNU7-187P,Pseudogene,RNU7,1.1748360337535502,-0.151500001549721,0,0,-21.43308196446822,30.86951839025205
RNU7-188P,Pseudogene,RNU7,1.3025356026398056,0.30799999833107,0,0,-16.959054605949788,19.13334428848066
RNU7-18P,Pseudogene,RNU7,1.120460733453596,0.282000005245209,0,0,-13.154986475626517,16.363720861800445
RNU7-190P,Pseudogene,RNU7,0.8541217066490528,-0.11599999666214,0,0,-11.70139525231864,36.73573464991051
RNU7-192P,Pseudogene,RNU7,0.9110631537589896,-0.0070000002160668,0,0,-13.283776314086657,35.576041601579234
RNU7-193P,Pseudogene,RNU7,1.1756218772543887,0.214000001549721,0,0,11.93795687328811,15.066139372515423
RNU7-194P,Pseudogene,RNU7,0.7167391675901575,-0.0700000002980232,0,0,20.16329847541838,-3.239898060558165
RNU7-195P,Pseudogene,RNU7,1.120460733453596,-0.207000002264977,0,0,12.847184210629504,-4.986411145307548
RNU7-196P,Pseudogene,RNU7,0.8403455500901972,0.30799999833107,0,0,-5.22100810911458,27.117860887112194
RNU7-197P,Pseudogene,RNU7,1.0644376967809164,0.0604999996721745,0,0.01,-13.968518975218576,30.8904596578253
RNU7-19P,Pseudogene,RNU7,1.473575631269275,0.28600001335144,0.25,0,8.878185105002256,-24.632444365029734
RNU7-200P,Pseudogene,RNU7,0.8963685867628769,-0.105999998748302,0,0,-13.109434326804834,36.640744001649374
RNU7-20P,Pseudogene,RNU7,1.120460733453596,-0.11599999666214,1.7,0,-19.79647208786594,31.1542102339265
RNU7-21P,Pseudogene,RNU7,1.2885298434716357,0.264999985694885,0,0.02,-13.829565505971631,15.776633649785648
RNU7-22P,Pseudogene,RNU7,1.3096532835285477,0.279000014066696,0,0,-17.358982221773932,19.349028784226284
RNU7-23P,Pseudogene,RNU7,1.456598953489675,0.30799999833107,0,0,-20.29239586923726,17.319485683500787
RNU7-24P,Pseudogene,RNU7,1.120460733453596,0.0010000000474974,0,0,-18.147760510717355,28.668639371756466
RNU7-25P,Pseudogene,RNU7,1.0644376967809164,0.30799999833107,0.24,0.01,-9.044222037838345,22.829877727809112
RNU7-26P,Pseudogene,RNU7,1.157809424568716,0.271500006318092,0,0,-11.381502764397611,21.919584404165832
RNU7-27P,Pseudogene,RNU7,1.5686450268350345,-0.488999992609024,0,0,-28.514685552087016,22.335689730948705
RNU7-28P,Pseudogene,RNU7,1.456598953489675,-0.12899999320507,0,0,-26.47285818339628,22.676814311483806
RNU7-29P,Pseudogene,RNU7,0.7055401180965614,-0.24099999666214,0,0,-9.77934377840412,38.23959552178092
RNU7-2P,Pseudogene,RNU7,0.7843225134175172,-0.266999989748001,0,0,-10.744172897474366,38.528474347955324
RNU7-30P,Pseudogene,RNU7,0.9523916234355566,0.294999986886978,0,0,-6.73845763275639,24.8384589502962
RNU7-34P,Pseudogene,RNU7,1.3025356026398056,0.347000002861023,0,0,-16.769842894462183,18.732802054369962
RNU7-35P,Pseudogene,RNU7,1.1764837701262758,0.305000007152557,0,0,-11.59922208317466,21.472064690737504
RNU7-37P,Pseudogene,RNU7,0.8104665971981012,0.305000007152557,0,0,-8.778205573785046,28.421873769946146
RNU7-38P,Pseudogene,RNU7,1.3314808382540235,0.327500000596046,0,0,9.16234805990124,-21.76704222714268
RNU7-3P,Pseudogene,RNU7,1.4005759168169951,-0.0105000003241002,2.38,0,-24.699402369621858,23.435799648269064
RNU7-40P,Pseudogene,RNU7,1.3025356026398056,0.319999992847443,4.76,0,-14.408034669435889,14.481588784684169
RNU7-41P,Pseudogene,RNU7,1.138828942198737,-0.200000002980232,0,0.01,-15.27573605931361,31.289038888405862
RNU7-43P,Pseudogene,RNU7,1.248263285863147,0.30799999833107,0,0,11.934710911712203,-19.660136805934226
RNU7-45P,Pseudogene,RNU7,0.6616053854678376,0.305000007152557,0,0,25.403655845554393,-3.905076733375672
RNU7-46P,Pseudogene,RNU7,0.6722764400721577,0.306500002741814,0,0,-4.889335565530585,31.124189308714868
RNU7-47P,Pseudogene,RNU7,0.9523916234355566,0.305000007152557,0,0,-6.703008933012112,24.782638354564924
RNU7-48P,Pseudogene,RNU7,1.3232107709356753,0.282000005245209,0,0,-13.977425342217236,15.648550164532985
RNU7-49P,Pseudogene,RNU7,1.6246680635077144,-0.151999995112419,0,0,-30.12468915824518,20.992874755327975
RNU7-4P,Pseudogene,RNU7,0.8403455500901972,-0.143500000238419,0,0,-12.454462508319553,31.82322805467629
RNU7-50P,Pseudogene,RNU7,1.4005759168169951,-0.140000000596046,0,0,-30.445691953123742,21.41326606021985
RNU7-51P,Pseudogene,RNU7,1.2325068067989555,0.284000009298325,0,0,-15.431025112033621,20.396032487414647
RNU7-52P,Pseudogene,RNU7,1.1026756424463962,-0.389500007033348,0,0,13.223790329524883,-4.741803965403326
RNU7-53P,Pseudogene,RNU7,1.3893713094824591,-0.25900000333786,0,0,-27.330198575798086,23.85784967844989
RNU7-54P,Pseudogene,RNU7,0.7282994767448375,-0.217999994754791,0,0,-9.959313202933057,38.12772571847314
RNU7-55P,Pseudogene,RNU7,1.2885298434716357,0.0070000002160668,0,0,-22.126502207775776,25.595910542881946
RNU7-56P,Pseudogene,RNU7,0.4481842933814384,0.194999992847443,0,0,20.641447865635975,29.024718249378896
RNU7-57P,Pseudogene,RNU7,0.6946856547412297,0.30799999833107,4.18,0,-4.9160228424952965,30.858138510377945
RNU7-59P,Pseudogene,RNU7,1.138828942198737,0.152999997138977,0,0,-16.157540057156094,25.49563079457167
RNU7-60P,Pseudogene,RNU7,1.2885298434716357,-0.177000001072884,0,0,-24.023239517341157,29.239969373847458
RNU7-61P,Pseudogene,RNU7,1.138828942198737,-0.166999995708466,0,0.01,-14.98819075011105,31.255848078158387
RNU7-62P,Pseudogene,RNU7,0.9523916234355566,0.217999994754791,0,0,-7.2050746149363105,25.419184114556835
RNU7-63P,Pseudogene,RNU7,1.456598953489675,0.30799999833107,0,0,-20.29239586922186,17.319485684059963
RNU7-65P,Pseudogene,RNU7,0.7843225134175172,0.257999999448657,0,0,-5.127238050623025,28.407458311162433
RNU7-66P,Pseudogene,RNU7,1.5686450268350345,0.300999999046326,0,0,-21.819372556309684,17.126896585092428
RNU7-67P,Pseudogene,RNU7,1.3445528801443154,0.303000003099442,0,0,9.273814334039226,-21.846140400674383
RNU7-69P,Pseudogene,RNU7,0.8403455500901972,0.218500003218651,0,0,24.47745431650742,-5.858824805851961
RNU7-6P,Pseudogene,RNU7,0.7843225134175172,0.214000001549721,0,0,23.358899131905822,-3.660740366136932
RNU7-70P,Pseudogene,RNU7,1.157809424568716,-0.0729999989271164,0,0,-19.91130804451081,29.534524090183595
RNU7-71P,Pseudogene,RNU7,1.2735903670255877,-0.189500004053116,0,0,-23.94292719972543,29.5635394002904
RNU7-73P,Pseudogene,RNU7,0.9372742960794368,0.30799999833107,0,0,-6.505129880463504,25.002637116802504
RNU7-74P,Pseudogene,RNU7,1.2325068067989555,0.28099998831749,0,0,-15.441796200697315,20.43013864489509
RNU7-75P,Pseudogene,RNU7,1.6806911001803944,-0.280000001192093,1.4,0,-27.86865169425113,20.389913349049433
RNU7-77P,Pseudogene,RNU7,1.8524950793099453,0.214000001549721,0.68,0.05,-25.799356571043056,17.257540470345248
RNU7-79P,Pseudogene,RNU7,1.2325068067989555,-0.0665000006556511,0,0,-21.957353353778913,27.627347311734418
RNU7-7P,Pseudogene,RNU7,1.0644376967809164,-0.22350000590086,0,0,-19.553998767578776,33.62119832228859
RNU7-80P,Pseudogene,RNU7,1.594360519078232,-0.256000012159348,0,0,-27.80586165799314,21.165637216693757
RNU7-81P,Pseudogene,RNU7,1.628169503299757,0.0135000012814999,0,0,-25.77551218017043,20.06440278436452
RNU7-82P,Pseudogene,RNU7,1.2325068067989555,-0.0270000007003546,0,0,-21.461434441912456,27.07200779644371
RNU7-84P,Pseudogene,RNU7,0.8963685867628769,0.0640000030398369,2.9,0,-12.746977315685667,35.15365545178228
RNU7-85P,Pseudogene,RNU7,1.0475418603240765,-0.172999992966652,0.55,0,-18.74613913337795,33.50765198524891
RNU7-87P,Pseudogene,RNU7,1.456598953489675,-0.200499996542931,0,0,-27.139494849281995,22.99582680402565
RNU7-88P,Pseudogene,RNU7,0.9924080782017566,0.30799999833107,0,0,-7.371484963789839,24.132667894106838
RNU7-8P,Pseudogene,RNU7,1.1764837701262758,0.252999991178513,0,0,-12.018065500684363,21.880742623052413
RNU7-90P,Pseudogene,RNU7,1.3445528801443154,0.140000000596046,0,0,-20.224665573579507,21.36530574731518
RNU7-92P,Pseudogene,RNU7,1.279684100839107,-0.033500000834465,0,0,-22.52199826898079,26.28857483904611
RNU7-93P,Pseudogene,RNU7,1.537419071968295,-0.168999999761581,0,0,-27.25635808739633,21.66255206925671
RNU7-94P,Pseudogene,RNU7,0.9372742960794368,0.347000002861023,0,0,-9.084639045772043,27.817831849727497
RNU7-95P,Pseudogene,RNU7,1.0854463355331714,-0.0024999999441206,0,0,-17.906664077452145,29.22806297297093
RNU7-96P,Pseudogene,RNU7,0.868357068426537,0.30799999833107,4.76,0,-5.4818826772573335,26.544109833131593
RNU7-97P,Pseudogene,RNU7,0.9523916234355566,0.319000005722046,0,0,22.6188261409157,-3.2610282679473594
RNU7-99P,Pseudogene,RNU7,1.8487602101984333,0.185000006109476,0,0,-25.831041486739288,17.292088359236207
RNU7-9P,Pseudogene,RNU7,0.7282994767448375,-0.0399999991059303,0,0,-8.890909198187048,36.224980810906395
RN7SK,Functional,RN7SK,3.3251721888528367,0.194999992847443,344.31,0.83,11.549423667823099,6.475384337123959
RN7SKP1,Pseudogene,RN7SK,1.2106085514220124,0.211999997496605,0.16,0.09,10.679521969640525,6.754720815923215
RN7SKP10,Pseudogene,RN7SK,1.3786838378710558,0.239999994635582,0,0,17.945513822285964,-27.56717584846832
RN7SKP100,Pseudogene,RN7SK,1.1985773620535298,0.281000003218651,0,0,-22.533083901738678,-18.394321509202868
RN7SKP101,Pseudogene,RN7SK,1.2591177492184786,0.173499993979931,0,0,-17.074962219800007,22.140273253006363
RN7SKP102,Pseudogene,RN7SK,1.1137023988708603,0.214000001549721,1.53,0,-25.60212089482421,-15.085342620329378
RN7SKP103,Pseudogene,RN7SK,0.8575026050712053,0.0425000004470348,5.1,0,-11.153958152299715,-1.6591355353546822
RN7SKP104,Pseudogene,RN7SK,1.016613153279848,0.034000001847744,0,0,-4.787858341483345,-6.0356750377801305
RN7SKP105,Pseudogene,RN7SK,0.8075167642692638,-0.0830000005662441,0,0,-10.693658922577068,36.525786556464446
RN7SKP106,Pseudogene,RN7SK,1.2131459044194266,0.305000007152557,3.45,0,-19.252995516359942,-18.082244188478843
RN7SKP107,Pseudogene,RN7SK,1.1618018708603324,0.0049999998882412,0,0,-6.448740478778587,-8.004275130106704
RN7SKP108,Pseudogene,RN7SK,1.238997280559815,0.300499990582466,0.06,0,-17.9013606194661,-17.630797761966285
RN7SKP109,Pseudogene,RN7SK,1.319023395078284,0.211999997496605,0,0,17.139080896002405,-23.295142088081228
RN7SKP11,Pseudogene,RN7SK,1.1860486788264897,0.305000007152557,3.86,0,13.963644771167802,14.297582174015835
RN7SKP110,Pseudogene,RN7SK,1.0968720864335204,-0.034000001847744,4.49,0,-6.028787006635098,-6.363588536695193
RN7SKP111,Pseudogene,RN7SK,1.7815739116057367,0.211999997496605,0.22,0,-4.7668984774982,-28.66196228120201
RN7SKP112,Pseudogene,RN7SK,0.8192047815344689,0.211999997496605,0.69,0,-23.038886505695405,-2.4656077092504205
RN7SKP113,Pseudogene,RN7SK,0.8242033191845097,0.207000002264977,0,0,-26.813980799329716,0.6495740180241688
RN7SKP114,Pseudogene,RN7SK,1.419250262374555,-0.195999994874001,0.28,0,0.1289377944015876,-18.77130176683883
RN7SKP115,Pseudogene,RN7SK,1.303905251012718,0.305000007152557,2.73,0,-21.955782739380027,-24.91077257589499
RN7SKP116,Pseudogene,RN7SK,1.0997374785088432,0.0430000014603138,5.29,0,-5.2117024460611905,-6.72000706671571
