Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,MDS1,MDS2
RNU7-129P,Pseudogene,RNU7,1.3445528801443154,0.293000012636185,0,0,-0.6712792837197168,-1.105011471479333
RNU7-12P,Pseudogene,RNU7,1.6246680635077144,-0.190499998629093,0,0,0.813384120227463,1.4517147509696464
RNU7-130P,Pseudogene,RNU7,0.6722764400721577,0.30799999833107,0,0,-0.9476293171585058,-1.1489362484719585
RNU7-133P,Pseudogene,RNU7,1.0084146601082369,-0.255499996244907,0,0,-0.8807781170571184,-1.0962329115007845
RNU7-134P,Pseudogene,RNU7,1.248263285863147,-0.195499993860722,0,0,-0.7738011712149666,-1.084175085672671
RNU7-136P,Pseudogene,RNU7,1.2584885049659955,0.194999992847443,0,0,-0.7194752296954803,-1.1051101503113696
RNU7-137P,Pseudogene,RNU7,1.4005759168169951,0.29899999499321,0,0,-0.6473200849041023,-1.101751921052625
RNU7-138P,Pseudogene,RNU7,1.0311740187565128,0.277999997138977,0,0,0.29553665023359704,0.42489050837208253
RNU7-13P,Pseudogene,RNU7,0.6162534033994779,0.0620000008493662,0.38,0,-1.0023742257803123,-1.138927440754373
RNU7-140P,Pseudogene,RNU7,1.3893713094824591,0.215000003576279,1.51,0,-0.48250023095223943,-0.771699755736137
RNU7-141P,Pseudogene,RNU7,1.0084146601082369,-0.210500001907349,0,0,-0.8750055067442325,-1.0987209375853153
RNU7-143P,Pseudogene,RNU7,0.961872445026318,0.214000001549721,0.57,0,-0.406130316041408,-0.34900113766849206
RNU7-144P,Pseudogene,RNU7,1.371090108041901,0.291999995708466,0,0,-0.6604230568490177,-1.103255045450104
RNU7-147P,Pseudogene,RNU7,0.6722764400721577,-0.10249999910593,0,0,-1.0002883575323678,-1.1262399189199608
RNU7-148P,Pseudogene,RNU7,0.6722764400721577,0.30799999833107,0,0,-0.9476293171585056,-1.1489362484719583
RNU7-149P,Pseudogene,RNU7,1.3540483100888374,0.0480000004172325,0.79,0,0.5358288015768106,0.7622922522218998
RNU7-14P,Pseudogene,RNU7,1.120460733453596,0.272000014781952,0,0,-0.11134345684271488,0.04910583556501619
RNU7-151P,Pseudogene,RNU7,1.1141185028868776,-0.172999992966652,1.45,0,-0.826435267490772,-1.09402254303755
RNU7-152P,Pseudogene,RNU7,1.0854463355331714,0.326499998569489,0,0,-0.77423342548825,-1.1234733672880828
RNU7-153P,Pseudogene,RNU7,1.5686450268350345,-0.238000005483627,0,0,-0.6466380178796448,-1.061287613768762
RNU7-154P,Pseudogene,RNU7,1.2325068067989555,-0.160499997437,1.89,0,-0.775825701242683,-1.0871258210632886
RNU7-155P,Pseudogene,RNU7,1.2680769888133556,0.30799999833107,0,0,-0.7010106165765845,-1.1107432036489708
RNU7-156P,Pseudogene,RNU7,1.5958994771082302,-0.0279999990016222,0,0,-0.6084177776146564,-1.0711512917265145
RNU7-157P,Pseudogene,RNU7,1.0525540223351963,0.300999999046326,0,0,-0.7911196305428113,-1.124172006057162
RNU7-159P,Pseudogene,RNU7,1.2325068067989555,0.30799999833107,0,0,-0.715734121088935,-1.1130233854294502
RNU7-160P,Pseudogene,RNU7,0.8403455500901972,-0.283000007271767,0,0,-0.9538743840387336,-1.105486309227556
RNU7-161P,Pseudogene,RNU7,0.8403455500901972,-0.0494999997317791,1.26,0,-0.9239158029670369,-1.1184001052893622
RNU7-164P,Pseudogene,RNU7,0.8403455500901972,0.303000003099442,0,0,-0.8787021589525317,-1.1378859424453338
RNU7-165P,Pseudogene,RNU7,1.2735903670255877,-0.172499999403954,0,0,-0.7603671309614516,-1.08382318261936
RNU7-167P,Pseudogene,RNU7,0.9523916234355566,0.194999992847443,0,0,-0.8461773875479892,-1.124732105915754
RNU7-169P,Pseudogene,RNU7,1.195770389308674,-0.119999997317791,0,0,-0.7858443078916785,-1.09171443199388
RNU7-170P,Pseudogene,RNU7,1.195770389308674,0.30799999833107,0,0,0.567098562745471,1.0637708836439204
RNU7-171P,Pseudogene,RNU7,0.9523916234355566,-0.196999996900558,0.57,0,-0.8964609158819951,-1.103060307304421
RNU7-172P,Pseudogene,RNU7,0.868357068426537,0.347000002861023,0,0,-0.861463068385691,-1.1385230362021297
RNU7-173P,Pseudogene,RNU7,1.599605126048884,0.305999994277954,0,0,-0.5640383036223433,-1.0893804302080723
RNU7-174P,Pseudogene,RNU7,1.1185616474646918,0.0089999996125698,0,0,-0.8012550388986551,-1.1037961434523997
RNU7-175P,Pseudogene,RNU7,1.138828942198737,0.252000004053116,0,0,-0.7616937321239688,-1.1159322768067639
RNU7-176P,Pseudogene,RNU7,1.4005759168169951,0.137499995529652,0,0,0.5630775187968647,1.0182832523688925
RNU7-179P,Pseudogene,RNU7,1.0215965510900435,0.118000000715256,0,0,1.1941676013383224,2.3148364267518247
RNU7-180P,Pseudogene,RNU7,1.433478335180315,-0.0469999983906746,0,0,-0.31005880995919116,-0.5069109269255703
RNU7-181P,Pseudogene,RNU7,0.938764398298959,0.306500002741814,0,0,-0.8375148328843369,-1.1317704391093792
RNU7-183P,Pseudogene,RNU7,0.560230366726798,0.30799999833107,0,0,-0.9940083563724215,-1.1561188210804578
RNU7-185P,Pseudogene,RNU7,1.4472617807108952,0.30799999833107,0,0,-0.6268409625956,-1.099256787929821
RNU7-186P,Pseudogene,RNU7,0.7167391675901575,-0.108000002801418,0.55,0,-0.9825872738321959,-1.1230872158139253
RNU7-187P,Pseudogene,RNU7,1.1748360337535502,-0.151500001549721,0,0,-0.7985504580980978,-1.0913147838147477
RNU7-188P,Pseudogene,RNU7,1.3025356026398056,0.30799999833107,0,0,-0.6867472215802419,-1.1085342775491331
RNU7-18P,Pseudogene,RNU7,1.120460733453596,0.282000005245209,0,0,-0.5603475394113406,-0.8303401980049184
RNU7-190P,Pseudogene,RNU7,0.8541217066490528,-0.11599999666214,0,0,-0.9267492408228334,-1.1138365490334714
RNU7-192P,Pseudogene,RNU7,0.9110631537589896,-0.0070000002160668,0,0,-0.8891970188730832,-1.11621294181651
RNU7-193P,Pseudogene,RNU7,1.1756218772543887,0.214000001549721,0,0,0.6499441049344644,1.2050152722024983
RNU7-194P,Pseudogene,RNU7,0.7167391675901575,-0.0700000002980232,0,0,-0.5728199823315417,-0.3357718624100469
RNU7-195P,Pseudogene,RNU7,1.120460733453596,-0.207000002264977,0,0,-0.23284128084670844,0.015504430827925002
RNU7-196P,Pseudogene,RNU7,0.8403455500901972,0.30799999833107,0,0,-0.8780607583376387,-1.1381623895592052
RNU7-19P,Pseudogene,RNU7,1.473575631269275,0.28600001335144,0.25,0,-0.1845816821428923,-0.3806423816063674
RNU7-200P,Pseudogene,RNU7,0.8963685867628769,-0.105999998748302,0,0,-0.9079792599172725,-1.1116812605584716
RNU7-20P,Pseudogene,RNU7,1.120460733453596,-0.11599999666214,1.7,0,-0.8164970449456361,-1.096768216968235
RNU7-22P,Pseudogene,RNU7,1.3096532835285477,0.279000014066696,0,0,-0.6875211372176048,-1.1064746136483028
RNU7-23P,Pseudogene,RNU7,1.456598953489675,0.30799999833107,0,0,-0.6229760426611104,-1.0986582402124438
RNU7-24P,Pseudogene,RNU7,1.120460733453596,0.0010000000474974,0,0,-0.8014951953949969,-1.1032320891536385
RNU7-26P,Pseudogene,RNU7,1.157809424568716,0.271500006318092,0,0,-0.7513357084943726,-1.1157937017542128
RNU7-27P,Pseudogene,RNU7,1.5686450268350345,-0.488999992609024,0,0,-0.6788363578026654,-1.0474099561295078
RNU7-28P,Pseudogene,RNU7,1.456598953489675,-0.12899999320507,0,0,-0.6790345087789057,-1.0744967398858931
RNU7-29P,Pseudogene,RNU7,0.7055401180965614,-0.24099999666214,0,0,-1.0042863939286553,-1.1164500004548576
RNU7-2P,Pseudogene,RNU7,0.7843225134175172,-0.266999989748001,0,0,-0.9750114174726675,-1.1099622281087216
RNU7-30P,Pseudogene,RNU7,0.9523916234355566,0.294999986886978,0,0,-0.8333493637808952,-1.1302610531364363
RNU7-34P,Pseudogene,RNU7,1.3025356026398056,0.347000002861023,0,0,-0.6817442914317715,-1.1106905673441847
RNU7-35P,Pseudogene,RNU7,1.1764837701262758,0.305000007152557,0,0,-0.7393084803002229,-1.1164488037949265
RNU7-37P,Pseudogene,RNU7,0.8104665971981012,0.305000007152557,0,0,-0.7084221801358767,-0.9046691729078341
RNU7-38P,Pseudogene,RNU7,1.3314808382540235,0.327500000596046,0,0,-0.35459802674353325,-0.5628690987005345
RNU7-3P,Pseudogene,RNU7,1.4005759168169951,-0.0105000003241002,2.38,0,-0.6870131060079125,-1.08464682341659
RNU7-40P,Pseudogene,RNU7,1.3025356026398056,0.319999992847443,4.76,0,-0.2881975449695304,-0.49932424178387186
RNU7-43P,Pseudogene,RNU7,1.248263285863147,0.30799999833107,0,0,-0.23424425032556384,-0.2139982214721187
RNU7-45P,Pseudogene,RNU7,0.6616053854678376,0.305000007152557,0,0,-0.39164661652724914,-0.031314457252030574
RNU7-46P,Pseudogene,RNU7,0.6722764400721577,0.306500002741814,0,0,-0.9478217369606688,-1.148853314502574
RNU7-47P,Pseudogene,RNU7,0.9523916234355566,0.305000007152557,0,0,-0.8320665587280488,-1.1308139490119318
RNU7-48P,Pseudogene,RNU7,1.3232107709356753,0.282000005245209,0,0,-0.5171263624159587,-0.8486972603388157
RNU7-49P,Pseudogene,RNU7,1.6246680635077144,-0.151999995112419,0,0,-0.44221796165228805,-0.7917928987599724
RNU7-4P,Pseudogene,RNU7,0.8403455500901972,-0.143500000238419,0,0,-0.5893515960410041,-0.5892754514095414
RNU7-50P,Pseudogene,RNU7,1.4005759168169951,-0.140000000596046,0,0,-0.532368786376245,-0.8043205480018056
RNU7-51P,Pseudogene,RNU7,1.2325068067989555,0.284000009298325,0,0,-0.7188128455696636,-1.1116964386237664
RNU7-52P,Pseudogene,RNU7,1.1026756424463962,-0.389500007033348,0,0,-0.2811116073487511,0.08266021213076749
RNU7-53P,Pseudogene,RNU7,1.3893713094824591,-0.25900000333786,0,0,-0.7235383654983047,-1.0716186510754555
RNU7-54P,Pseudogene,RNU7,0.7282994767448375,-0.217999994754791,0,0,-0.9919152057013612,-1.1162626984357635
RNU7-55P,Pseudogene,RNU7,1.2885298434716357,0.0070000002160668,0,0,-0.7311569550806027,-1.0927899671032182
RNU7-56P,Pseudogene,RNU7,0.4481842933814384,0.194999992847443,0,0,0.41218965015130754,1.2101217908257398
RNU7-57P,Pseudogene,RNU7,0.6946856547412297,0.30799999833107,4.18,0,-0.9383364482047002,-1.1475120188877577
RNU7-59P,Pseudogene,RNU7,1.138828942198737,0.152999997138977,0,0,-0.7743934772973018,-1.1104586183497558
RNU7-60P,Pseudogene,RNU7,1.2885298434716357,-0.177000001072884,0,0,-0.7547605203842787,-1.0826167035395275
RNU7-62P,Pseudogene,RNU7,0.9523916234355566,0.217999994754791,0,0,-0.8432269416610201,-1.1260037639577634
RNU7-63P,Pseudogene,RNU7,1.456598953489675,0.30799999833107,0,0,-0.6229760426611103,-1.098658240212444
RNU7-65P,Pseudogene,RNU7,0.7843225134175172,0.257999999448657,0,0,-0.9076642900670812,-1.13898920215013
RNU7-66P,Pseudogene,RNU7,1.5686450268350345,0.300999999046326,0,0,-0.57749496507266,-1.091088641314973
RNU7-67P,Pseudogene,RNU7,1.3445528801443154,0.303000003099442,0,0,-0.35679964029497024,-0.5339795500611165
RNU7-69P,Pseudogene,RNU7,0.8403455500901972,0.218500003218651,0,0,-0.38763947586405983,-0.09626759492919378
RNU7-6P,Pseudogene,RNU7,0.7843225134175172,0.214000001549721,0,0,-0.44752714737619304,-0.29526023967363363
RNU7-70P,Pseudogene,RNU7,1.157809424568716,-0.0729999989271164,0,0,-0.79552825367895,-1.0967464771536577
RNU7-71P,Pseudogene,RNU7,1.2735903670255877,-0.189500004053116,0,0,-0.7625478957282368,-1.0828832612787722
RNU7-73P,Pseudogene,RNU7,0.9372742960794368,0.30799999833107,0,0,-0.8379392085414716,-1.131948894207406
RNU7-74P,Pseudogene,RNU7,1.2325068067989555,0.28099998831749,0,0,-0.7191976889970402,-1.1115305690372397
RNU7-75P,Pseudogene,RNU7,1.6806911001803944,-0.280000001192093,1.4,0,-0.6056410341708127,-1.0517869979988097
RNU7-79P,Pseudogene,RNU7,1.2325068067989555,-0.0665000006556511,0,0,-0.7637750728301839,-1.092317476909853
RNU7-7P,Pseudogene,RNU7,1.0644376967809164,-0.22350000590086,0,0,-0.8534836308386843,-1.0944108878787344
RNU7-80P,Pseudogene,RNU7,1.594360519078232,-0.256000012159348,0,0,-0.6383026934960637,-1.0586439435534238
RNU7-81P,Pseudogene,RNU7,1.628169503299757,0.0135000012814999,0,0,-0.5897366707321857,-1.07137717553337
RNU7-82P,Pseudogene,RNU7,1.2325068067989555,-0.0270000007003546,0,0,-0.7587080031458932,-1.0945014111897238
RNU7-84P,Pseudogene,RNU7,0.8963685867628769,0.0640000030398369,2.9,0,-0.8861597813280193,-1.1210889945354974
RNU7-85P,Pseudogene,RNU7,1.0475418603240765,-0.172999992966652,0.55,0,-0.8539968965513052,-1.0982877098916028
RNU7-87P,Pseudogene,RNU7,1.456598953489675,-0.200499996542931,0,0,-0.688206546747257,-1.070543542202926
RNU7-88P,Pseudogene,RNU7,0.9924080782017566,0.30799999833107,0,0,-0.8151177765473246,-1.1284146124476662
RNU7-8P,Pseudogene,RNU7,1.1764837701262758,0.252999991178513,0,0,-0.7459790551058642,-1.1135737501856104
RNU7-90P,Pseudogene,RNU7,1.3445528801443154,0.140000000596046,0,0,-0.6909061627977335,-1.096552181061786
RNU7-92P,Pseudogene,RNU7,1.279684100839107,-0.033500000834465,0,0,-0.7400138082465377,-1.0911177884932253
RNU7-93P,Pseudogene,RNU7,1.537419071968295,-0.168999999761581,0,0,-0.6507119862291814,-1.0671042884578157
RNU7-94P,Pseudogene,RNU7,0.9372742960794368,0.347000002861023,0,0,-0.6817754168552151,-0.9400175868974067
RNU7-95P,Pseudogene,RNU7,1.0854463355331714,-0.0024999999441206,0,0,-0.8164376260068792,-1.105283129930001
RNU7-96P,Pseudogene,RNU7,0.868357068426537,0.30799999833107,4.76,0,-0.8664465700919364,-1.136380735953134
RNU7-97P,Pseudogene,RNU7,0.9523916234355566,0.319000005722046,0,0,-0.3607804335618875,-0.35102837254629843
RNU7-99P,Pseudogene,RNU7,1.8487602101984333,0.185000006109476,0,0,-0.47642787458859176,-1.0667186310259646
RNU7-9P,Pseudogene,RNU7,0.7282994767448375,-0.0399999991059303,0,0,-0.9690813225930943,-1.1261042248346063
RN7SKP10,Pseudogene,RN7SK,1.3786838378710558,0.239999994635582,0,0,0.21896677079475427,-0.31373777142898407
RN7SKP100,Pseudogene,RN7SK,1.1985773620535298,0.281000003218651,0,0,-0.4609767032696604,-0.504088997209612
RN7SKP101,Pseudogene,RN7SK,1.2591177492184786,0.173499993979931,0,0,-0.7219727928289369,-1.103881089739296
RN7SKP102,Pseudogene,RN7SK,1.1137023988708603,0.214000001549721,1.53,0,-0.45730115740507127,-0.44490541403863676
RN7SKP103,Pseudogene,RN7SK,0.8575026050712053,0.0425000004470348,5.1,0,-0.610027118678047,-0.41351346459720256
RN7SKP104,Pseudogene,RN7SK,1.016613153279848,0.034000001847744,0,0,-0.5594247494493682,-0.5310290024076226
RN7SKP105,Pseudogene,RN7SK,0.8075167642692638,-0.0830000005662441,0,0,-0.9418070971969251,-1.118648652724186
RN7SKP106,Pseudogene,RN7SK,1.2131459044194266,0.305000007152557,3.45,0,-0.4300496025990923,-0.5604711820226128
RN7SKP107,Pseudogene,RN7SK,1.1618018708603324,0.0049999998882412,0,0,-0.47097935767282784,-0.42731446003510853
RN7SKP108,Pseudogene,RN7SK,1.238997280559815,0.300499990582466,0.06,0,-0.4622820686883817,-0.6064596659024803
RN7SKP109,Pseudogene,RN7SK,1.319023395078284,0.211999997496605,0,0,-0.06162267602602843,0.04336502463526857
RN7SKP11,Pseudogene,RN7SK,1.1860486788264897,0.305000007152557,3.86,0,1.2020792030287994,1.3559795106032568
RN7SKP110,Pseudogene,RN7SK,1.0968720864335204,-0.034000001847744,4.49,0,-0.5140293957563878,-0.4989385168837281
RN7SKP111,Pseudogene,RN7SK,1.7815739116057367,0.211999997496605,0.22,0,-0.13117328193530947,-0.2121607403731713
RN7SKP112,Pseudogene,RN7SK,0.8192047815344689,0.211999997496605,0.69,0,-0.6574026797963288,-0.6134749087766319
RN7SKP113,Pseudogene,RN7SK,0.8242033191845097,0.207000002264977,0,0,-0.5237971609369465,-0.3335410924949308
RN7SKP114,Pseudogene,RN7SK,1.419250262374555,-0.195999994874001,0.28,0,-0.5077813986764851,-0.6210411678045334
RN7SKP115,Pseudogene,RN7SK,1.303905251012718,0.305000007152557,2.73,0,-0.35877637934683826,-0.39644967626390776
RN7SKP116,Pseudogene,RN7SK,1.0997374785088432,0.0430000014603138,5.29,0,-0.5138328078948629,-0.5004314831255439
RN7SKP117,Pseudogene,RN7SK,1.486732556548465,0.30799999833107,0.05,0,0.982247348382952,1.5883098199696442
RN7SKP118,Pseudogene,RN7SK,1.3051669876956435,0.266999989748001,1.19,0,-0.3523324857477746,-0.3154590384549514
RN7SKP119,Pseudogene,RN7SK,1.5267816587719332,-0.10700000077486,0.46,0,-0.26992635650164254,-0.2625605154007327
RN7SKP120,Pseudogene,RN7SK,1.5584590201672746,0.30799999833107,0,0,-0.3434545038222487,-0.5928241228429872
RN7SKP121,Pseudogene,RN7SK,1.56019565081227,-0.164000004529953,0,0,-0.4570534937449914,-0.6847396596812234
RN7SKP122,Pseudogene,RN7SK,1.1969246078311726,-0.0449999999254942,0,0,-0.7757455261314868,-1.0957871527856797
RN7SKP124,Pseudogene,RN7SK,1.1000887201180762,0.284000009298325,3.12,0,-0.34383240456765474,-0.1863729019930543
RN7SKP125,Pseudogene,RN7SK,1.3571673387328658,-0.113000001758337,0,0,-0.4604219927528459,-0.540200367476308
RN7SKP126,Pseudogene,RN7SK,0.648373277758481,-0.0749999992549419,0.23,0,-0.8375687240000635,-0.7446948017386504
RN7SKP127,Pseudogene,RN7SK,1.2755527558807889,0.30799999833107,1.2,0,-0.20730083915687925,-0.08091256144928
RN7SKP128,Pseudogene,RN7SK,1.10049212632274,-0.0649999976158142,0.08,0,-0.515659248995146,-0.41318585020290444
RN7SKP129,Pseudogene,RN7SK,1.2429994156741064,0.214000001549721,0,0,-0.4950993348804015,-0.610665964585861
RN7SKP13,Pseudogene,RN7SK,0.7260034506516949,-0.0810000002384186,0,0,-0.21860194420241483,-0.2858384181717211
RN7SKP130,Pseudogene,RN7SK,1.2924384274255434,0.303999990224838,0.74,0,-0.3018516243735382,-0.24809834217513874
RN7SKP131,Pseudogene,RN7SK,0.5539021831823757,0.322500005364418,0.48,0,-0.6405655165323955,-0.3264460798304049
RN7SKP132,Pseudogene,RN7SK,1.2524380794613514,-0.0810000002384186,0,0,-0.7573850187812827,-1.0902381103721999
RN7SKP133,Pseudogene,RN7SK,1.2565637578407536,0.305000007152557,0.58,0,-0.21641423318976208,-0.359320228706761
RN7SKP134,Pseudogene,RN7SK,1.2525001581765665,-0.127000004053116,2.31,0,-0.4686866711874672,-0.4206379059567984
RN7SKP135,Pseudogene,RN7SK,1.25155917554594,-0.162000000476837,0,0,-0.7681395218747596,-1.0858160038734082
RN7SKP136,Pseudogene,RN7SK,1.2620122727799006,0.208499997854233,0,0,-0.5361959815486979,-0.6824906680940758
RN7SKP137,Pseudogene,RN7SK,1.267179044479116,-0.0439999997615814,3.35,0,-0.42467243013336514,-0.39477748300347726
RN7SKP139,Pseudogene,RN7SK,1.2091798085939491,0.305000007152557,1.14,0,-0.32395182921831644,-0.19139336858573117
RN7SKP14,Pseudogene,RN7SK,1.1930012003914734,0.30799999833107,0,0,0.3306928358228669,-0.4285500300028992
RN7SKP140,Pseudogene,RN7SK,0.9295089746537578,0.277999997138977,0,0,-0.2430473706664442,0.10826474360459577
RN7SKP141,Pseudogene,RN7SK,0.6885198057346507,0.037499999627471,0,0,-0.9756055348253713,-1.1329391848941708
RN7SKP142,Pseudogene,RN7SK,1.3660739247197962,0.28099998831749,0.15,0,-0.1743417979042321,-0.24716461254846844
RN7SKP143,Pseudogene,RN7SK,1.2100975921298838,0.30799999833107,0,0,-0.09188689546558745,0.1604935317968346
RN7SKP144,Pseudogene,RN7SK,0.9586164052880768,-0.180000007152557,0.23,0,-0.6368081392135118,-0.640678386242799
RN7SKP145,Pseudogene,RN7SK,1.1119555859719352,0.305000007152557,0,0,-0.3711905464262805,-0.25641058405594536
RN7SKP146,Pseudogene,RN7SK,1.112744985887898,0.229000002145767,0,0,-0.33311878872597106,-0.3942024314853912
RN7SKP147,Pseudogene,RN7SK,1.0818874950888002,-0.0899999998509884,0,0,-0.8291352521893058,-1.1006734358193322
RN7SKP148,Pseudogene,RN7SK,1.4777858473586158,0.305000007152557,0,0,-0.33901162993387035,-0.5299565172943461
RN7SKP149,Pseudogene,RN7SK,1.019814696640468,0.300999999046326,0,0,-0.5042555037056433,-0.5256983164239446
RN7SKP15,Pseudogene,RN7SK,1.0903642153705384,-0.258000001311302,0,0,1.0321870959380073,0.7407260039703628
RN7SKP150,Pseudogene,RN7SK,1.4283256452623412,0.195999994874001,0.75,0,0.856567054170488,1.1880949182595564
RN7SKP151,Pseudogene,RN7SK,1.2420803636987177,0.305000007152557,3.39,0,0.04676135429004342,0.4074694736542572
RN7SKP152,Pseudogene,RN7SK,0.7498194368635495,0.305000007152557,0.14,0,-0.6574558130477198,-0.5799407429068868
RN7SKP153,Pseudogene,RN7SK,1.3629908415808936,0.206000000238419,0.17,0,-0.2324879916069703,-0.1532860160753718
RN7SKP154,Pseudogene,RN7SK,0.8743457378639614,0.305000007152557,5,0,-0.5557372470296601,-0.5243347622092198
RN7SKP155,Pseudogene,RN7SK,1.2422330284435184,-0.0689999982714653,0.2,0,-0.7600689985514308,-1.0915563539433728
RN7SKP156,Pseudogene,RN7SK,0.9242162950504664,-0.258000001311302,0,0,-0.53243100440703794,-0.4154340112090884
RN7SKP157,Pseudogene,RN7SK,1.0100039661131353,0.110999997705221,0,0,-0.8331055492122493,-1.1163946234753597
RN7SKP158,Pseudogene,RN7SK,1.2785625547384594,0.211999997496605,0,0,-0.4472694114493054,-0.5223228958084152
RN7SKP16,Pseudogene,RN7SK,1.2546162326430232,0.211999997496605,9.3,0,0.16174129034947882,-0.30716262889619134
RN7SKP160,Pseudogene,RN7SK,1.2463477923298532,0.293000012636185,1.23,0,-0.05219611487141918,0.2913206305190651
RN7SKP161,Pseudogene,RN7SK,1.2868767046845728,0.204999998211861,0.65,0,-0.33562008089521544,-0.321909568475042
RN7SKP162,Pseudogene,RN7SK,1.3490996773235475,-0.109999999403954,0,0,-0.3681494614329429,-0.2547911270997508
RN7SKP163,Pseudogene,RN7SK,1.2735903670255877,0.30799999833107,0.73,0,-0.31111647923690655,-0.25461850070286807
RN7SKP164,Pseudogene,RN7SK,1.031582081288668,-0.12899999320507,0,0,-0.8549610146692793,-1.1017419119234044
RN7SKP165,Pseudogene,RN7SK,0.868357068426537,0.238000005483627,0.12,0,-0.4536063400384363,-0.198740479210707
RN7SKP166,Pseudogene,RN7SK,1.4235361777484214,0.277999997138977,0.21,0,-0.4323142624025288,-0.695333512721819
RN7SKP167,Pseudogene,RN7SK,1.1212470216875987,-0.129999995231628,0,0,-0.5942567906683391,-0.6215794828572951
RN7SKP168,Pseudogene,RN7SK,1.0999189533402802,0.0150000005960464,0,0,-0.5738700415706366,-0.5730345876104264
RN7SKP169,Pseudogene,RN7SK,1.312979759820193,-0.0430000014603138,0,0,-0.38568909389610484,-0.3609865592551874
RN7SKP170,Pseudogene,RN7SK,1.3343047636798009,0.146999999880791,0.67,0,-0.25084281041414297,-0.3276386159592983
RN7SKP171,Pseudogene,RN7SK,1.1348825052703255,0.305000007152557,0,0,-0.3626087401425419,-0.24708548638906547
RN7SKP172,Pseudogene,RN7SK,1.3520727508386348,-0.0195000004023314,0.32,0,-0.35648239589895636,-0.37477755040456356
RN7SKP173,Pseudogene,RN7SK,1.2239699631155,0.214000001549721,2.29,0,-0.35171865294660654,-0.30382902998068007
RN7SKP174,Pseudogene,RN7SK,1.242013746355532,0.146999999880791,0,0,-0.46788756337193205,-0.5341241303397313
RN7SKP175,Pseudogene,RN7SK,1.286009776078055,0.280000001192093,1.46,0,-0.31517949293009584,-0.25654552098683286
RN7SKP177,Pseudogene,RN7SK,1.2426067345371292,0.263000011444092,0.15,0,1.372600786825453,2.028736109306982
RN7SKP178,Pseudogene,RN7SK,0.8657176852398303,0.30799999833107,0,0,0.6868000052292187,1.3354139899674564
RN7SKP179,Pseudogene,RN7SK,0.576236948633278,0.0509999990463257,0.08,0,-1.0203504757681467,-1.1408835792331142
RN7SKP18,Pseudogene,RN7SK,1.1241276958539896,0.197999998927116,0,0,0.08924899306262947,-0.25073740509063375
RN7SKP180,Pseudogene,RN7SK,1.2630648268022358,0.164000004529953,1.04,0,-0.3708937145681569,-0.34251637215578973
RN7SKP181,Pseudogene,RN7SK,1.198112917196108,0.197999998927116,0,0,-0.5096445127526626,-0.6377588468905537
RN7SKP182,Pseudogene,RN7SK,1.2937937529576593,0.30799999833107,0,0,-0.5480234457970653,-0.783192410658388
RN7SKP184,Pseudogene,RN7SK,1.2412551488619568,0.305000007152557,2.11,0,-0.37275373584124427,-0.3492693687474477
RN7SKP185,Pseudogene,RN7SK,1.1826703631330748,0.282000005245209,1.05,0,-0.3725325016476856,-0.3116848117442247
RN7SKP186,Pseudogene,RN7SK,0.985857529830788,-0.0990000031888485,0.88,0,-0.5823195303119031,-0.5180866882189041
RN7SKP187,Pseudogene,RN7SK,1.17886050501542,0.305000007152557,1.62,0,-0.0038393514912827362,0.48380898080940754
RN7SKP188,Pseudogene,RN7SK,1.523048990678721,0.122000001370907,0,0,-0.30004275948890957,-0.3329745557867216
RN7SKP189,Pseudogene,RN7SK,0.9157219994316208,-0.104499999433756,0.12,0,-0.6225881907925102,-0.4882282204843547
RN7SKP19,Pseudogene,RN7SK,1.3369942164662554,0.30799999833107,0,0,0.6523880735259807,0.3593279457753382
RN7SKP190,Pseudogene,RN7SK,1.639555304022133,-0.0115000000223517,2.19,0,-0.5882218333262542,-1.0692715025054165
RN7SKP191,Pseudogene,RN7SK,1.2713201524676097,0.107999999076128,0.2,0,-0.48583025950981557,-0.5946751957986828
RN7SKP192,Pseudogene,RN7SK,1.2002978438189442,0.164000004529953,0.14,0,0.30606041157441993,0.9600232097272227
RN7SKP193,Pseudogene,RN7SK,1.123756206199048,0.296999990940094,0.37,0,0.47690685140469646,1.4574169657277378
RN7SKP194,Pseudogene,RN7SK,0.8510394060932442,0.003000000026077,0,0,-0.5926368770449807,-0.4896650690340507
RN7SKP195,Pseudogene,RN7SK,0.9400036912340072,-0.046000000089407,4.1,0,-0.882203906737397,-1.1122135053424456
RN7SKP196,Pseudogene,RN7SK,1.2886922290851797,0.0579999983310699,0,0,-0.7245474468123765,-1.0955993207240984
RN7SKP197,Pseudogene,RN7SK,1.1811995139539426,0.0670000016689301,0.32,0,-0.7678858935104595,-1.1029885519689153
RN7SKP198,Pseudogene,RN7SK,1.0329476238799329,0.30799999833107,1.35,0,-0.3801237291252839,-0.2523925540870829
RN7SKP199,Pseudogene,RN7SK,1.4235361777484214,-0.182499997317791,0,0,-0.45012791023095294,-0.5533876993526169
RN7SKP20,Pseudogene,RN7SK,0.8100966900337023,0.200499996542931,0.09,0,0.7063243711966682,0.7523298495545006
RN7SKP200,Pseudogene,RN7SK,0.7706668982285516,-0.214000001549721,0,0,-0.6440459207722188,-0.38647475829322586
RN7SKP202,Pseudogene,RN7SK,1.1367583441220122,0.200499996542931,0.65,0,-0.4985678235965943,-0.569098382982477
