"Gene","PhastCons30_median","PhyloP100_median","PhyloP447_median","GTEX_max","ENCODE_max","Gene_Type","Gene_group","PC1","PC2","PC3","PC4","PC5"
"RN7SL470P",0.0089999996125698,0.123000003397465,0.189999997615814,3,0.46,"Pseudogene","RN7SL",0.285439690227033,-0.00418168855438243,0.0308130611129928,0.191158692494894,0.321142281102794
"RN7SL471P",0.477999985218048,0.677999973297119,0.771000027656555,28,19067.54,"Pseudogene","RN7SL",-2.65695321003182,-0.833725620910392,-0.240050972329063,-0.908081901624304,-0.630915299463639
"RN7SL472P",0.0559999998658895,0.146999999880791,0.323000013828278,6,1.41,"Pseudogene","RN7SL",-0.0631553986999456,-0.146655561759449,0.0206528398439587,0.0545565598595894,0.359215487903902
"RN7SL473P",0.0540000014007092,0.282999992370605,-0.00600000005215406,15,15.71,"Pseudogene","RN7SL",0.182492148207111,0.112628812285156,0.0293576902160485,0.175578363188115,-0.220565114519524
"RN7SL474P",0.0040000001899898,0.184000000357628,-0.284000009298325,2,0,"Pseudogene","RN7SL",0.784858277823707,0.294712826986647,0.0442843702810739,0.210159208918178,-0.412551363599119
"RN7SL475P",0.00499999988824129,-0.120999999344349,0.079500000923872,5,0.24,"Pseudogene","RN7SL",0.674901612978444,-0.0747326302825685,0.0355382866902837,-0.108852586122006,0.342107483278342
"RN7SL477P",0.00499999988824129,0.211999997496605,-0.316000014543533,15,0,"Pseudogene","RN7SL",0.788956201721299,0.32813066787937,0.045069583111726,0.234273770733036,-0.482534590432652
"RN7SL478P",0.121500000357628,0.223000004887581,0.421999990940094,2,0,"Pseudogene","RN7SL",-0.493037673592571,-0.275993151982964,0.00860521658318363,-0.0969234212622661,0.253177200507668
"RN7SL479P",0.017000000923872,0.30799999833107,0.010499999858439,2,0,"Pseudogene","RN7SL",0.273707266271564,0.182415659562893,0.0338270656448859,0.356900357454083,-0.101745901134931
"RN7SL47P",0.00499999988824129,0.305000007152557,0.046000000089407,2,1.69,"Pseudogene","RN7SL",0.279905491081416,0.183228805275396,0.0344819504725787,0.406601650181169,-0.0102633282681166
"RN7SL480P",0.0089999996125698,0.305000007152557,0.0450000017881393,1,0,"Pseudogene","RN7SL",0.266475071303902,0.176384026630595,0.0339677841852258,0.390617330884894,-0.0239657053328148
"RN7SL481P",0.00949999969452619,0.226999998092651,0.0780000016093254,19,14.49,"Pseudogene","RN7SL",0.30560929306022,0.116676448623664,0.0334284884882314,0.297148219049834,0.079785840791099
"RN7SL482P",0.0199999995529652,0.30799999833107,0.0450000017881393,2,2.45,"Pseudogene","RN7SL",0.223214168529915,0.158399822869067,0.0324419905215806,0.350466826169535,-0.0595186271612392
"RN7SL483P",0.0140000004321337,0.303000003099442,0.0469999983906746,1,0,"Pseudogene","RN7SL",0.247956696460035,0.165156298701846,0.0332395238633577,0.368611542969501,-0.0347815434131244
"RN7SL484P",0.0265000006183982,0.17399999499321,0.198499999940395,29,0,"Pseudogene","RN7SL",0.159028734833966,-0.00722928559194088,0.0282963806221098,0.183196524836776,0.245484681641783
"RN7SL487P",0.017000000923872,0.305999994277954,-0.0549999997019768,9,0.15,"Pseudogene","RN7SL",0.350573204121937,0.217775390356243,0.0357304389673084,0.343470530715497,-0.197520047749357
"RN7SL488P",0.00800000037997961,0.270999997854233,-0.0020000000949949,2,0.26,"Pseudogene","RN7SL",0.358553057749306,0.184514516611716,0.0355645524622523,0.345481717489175,-0.0667074646084239
"RN7SL489P",0.00300000002607703,-0.0450000017881393,0.200000002980232,1,0,"Pseudogene","RN7SL",0.466911837220523,-0.0938864332141367,0.0320951004877483,0.0114774756809896,0.473441600480832
"RN7SL48P",0.103000000119209,0.272000014781952,0.638999998569489,5,0.25,"Pseudogene","RN7SL",-0.724108301919987,-0.331489946433923,0.0049581365001252,0.070836502021564,0.597825813945559
"RN7SL491P",0.0199999995529652,0.18299999833107,-0.119999997317791,5,0,"Pseudogene","RN7SL",0.539398590072273,0.17734051191055,0.0376209874532153,0.171204629812044,-0.21627131443624
"RN7SL492P",0.0199999995529652,0.291999995708466,-0.34799998998642,0,0,"Pseudogene","RN7SL",0.689932428487029,0.360972865560625,0.0433524644526073,0.2684772657296,-0.633242927387102
"RN7SL493P",0.0089999996125698,0.305000007152557,0.0419999994337559,18,0,"Pseudogene","RN7SL",0.269351747715609,0.180832334695743,0.0342672823221862,0.388796248454598,-0.0276902232997497
"RN7SL494P",0.0230000000447035,-0.197499997913837,0.00750000029802322,12,0.64,"Pseudogene","RN7SL",0.769283978036532,-0.110382185002824,0.0354998494464879,-0.285923020918356,0.23477293789015
"RN7SL495P",0.00100000004749745,-0.126000002026558,0.200000002980232,3,0,"Pseudogene","RN7SL",0.556573773809825,-0.135653957565126,0.0327599952996253,-0.0797068240095053,0.537107507043743
"RN7SL496P",0.535999983549118,0.252000004053116,0.101000003516674,2,0,"Pseudogene","RN7SL",-1.66856983911768,-0.834324014879912,-0.0392226273490065,-1.76070249213581,-1.50634212222679
"RN7SL497P",0.238000005483627,0.214000001549721,0.00700000021606683,3,0,"Pseudogene","RN7SL",-0.433823916429494,-0.267283731995186,0.00421074317550885,-0.63731481710612,-0.712583485199157
"RN7SL498P",0.0135000003501773,0.44200000166893,0.112999998033047,4,0.38,"Pseudogene","RN7SL",0.0326064335877182,0.20940416344607,0.0308928922342949,0.550726792266138,-0.0335483296765306
"RN7SL499P",0.0435000006109476,0.284000009298325,0.0549999997019768,2,0,"Pseudogene","RN7SL",0.150346485670913,0.0970654758458743,0.0290929268243359,0.229295094238528,-0.0990972433987874
"RN7SL49P",0.11150000244379,0.30799999833107,0.0874999985098839,23,1.48,"Pseudogene","RN7SL",-0.160370069630022,-0.0260999053504381,0.0190638330835686,-0.00823474486569721,-0.273729379360596
"RN7SL4P",0.101500000804663,0.0850000008940697,0.096000000834465,844,994.43,"Pseudogene","RN7SL",0.0663252708789142,-0.0011339640735014,0.0218459399040157,-0.304654096665338,-0.0364263476644726
"RN7SL502P",0.0130000002682209,0.284000009298325,0,5,0,"Pseudogene","RN7SL",0.324672009042029,0.182250703026465,0.0348092387842625,0.341568294210631,-0.0880395506232255
"RN7SL503P",0.0160000007599592,0.30799999833107,-0.26800000667572,1,0,"Pseudogene","RN7SL",0.596548874288377,0.33424240642293,0.0416320523636236,0.316596215597755,-0.513303495882808
"RN7SL504P",0.103000000119209,0.26800000667572,0.0710000023245811,1,0,"Pseudogene","RN7SL",-0.068987612426265,-0.0281030068501831,0.0205937145171871,-0.0242057842960973,-0.244996238130714
"RN7SL505P",0.0089999996125698,0.301999986171722,0.0379999987781048,2,3.61,"Pseudogene","RN7SL",0.277517043986903,0.178634926186791,0.0341514574598194,0.385756860808714,-0.0322118905954916
"RN7SL507P",0.0359999984502792,0.305000007152557,0.0480000004172325,1,0,"Pseudogene","RN7SL",0.164424714008161,0.126055182449717,0.0302014390983039,0.283740875926463,-0.101647592516553
"RN7SL508P",0.0160000007599592,0.30799999833107,0.0430000014603138,3,0,"Pseudogene","RN7SL",0.240082112197771,0.166859709641483,0.0330798633003632,0.365974001137662,-0.0502824769553413
"RN7SL509P",0.0199999995529652,-0.0469999983906746,0.0469999983906746,1,0,"Pseudogene","RN7SL",0.582193089982949,-0.043175286997772,0.0340047379855308,-0.082929585915297,0.195393120925084
"RN7SL50P",0.0299999993294477,0.30799999833107,0.027500000782311,1,0.2,"Pseudogene","RN7SL",0.206778544925821,0.149628107085262,0.031569873409975,0.307997984226057,-0.116036888083039
"RN7SL510P",0.0140000004321337,0.159999996423721,-0.279000014066696,6,0.21,"Pseudogene","RN7SL",0.766894943518931,0.261098117937846,0.0429396945039828,0.141551709158532,-0.418324117071203
"RN7SL513P",0.0755000002682209,0.305000007152557,-1.29799997806549,7,0.25,"Pseudogene","RN7SL",1.56245345137518,0.781661104563612,0.0620105119046551,-0.088178340926971,-2.22513036767263
"RN7SL515P",0.0384999997913837,0.20100000500679,0.200000002980232,2,0,"Pseudogene","RN7SL",0.0868989988853961,-0.0189467416735785,0.0261514161948466,0.170848640850297,0.190865895468363
"RN7SL516P",0.0359999984502792,0.28099998831749,0.025000000372529,1,0,"Pseudogene","RN7SL",0.215204074787697,0.124915251446088,0.0309444049686767,0.250750487265335,-0.118848665906296
"RN7SL517P",0.349000006914139,0.239999994635582,0.63400000333786,9,18.77,"Pseudogene","RN7SL",-1.5844149335043,-0.789984599645152,-0.0284531123735704,-0.947498638346077,-0.135180999682221
"RN7SL518P",0.017000000923872,-0.0329999998211861,0.0480000004172325,2,0,"Pseudogene","RN7SL",0.57772500943813,-0.0302354606176309,0.0343358445062465,-0.0538136880348893,0.196115559583932
"RN7SL519P",0.0155000002123415,0.28099998831749,0.126000002026558,2,0.22,"Pseudogene","RN7SL",0.174299175633261,0.107599023459571,0.0309661068284045,0.348268366269579,0.0939080504138562
"RN7SL51P",0.00700000021606683,0.305000007152557,0.0740000009536743,2,0,"Pseudogene","RN7SL",0.240513169433394,0.164519663748184,0.0334535450003708,0.403109579199833,0.0253303463042688
"RN7SL520P",0.0350000001490116,0.239999994635582,0.43299999833107,5,0,"Pseudogene","RN7SL",-0.207116303473695,-0.115776893932331,0.0200643196796694,0.269296206805455,0.520791493082901
"RN7SL521P",0.0040000001899898,-0.132500000298023,0.0515000000596046,27,3.61,"Pseudogene","RN7SL",0.721617515765519,-0.060653046955128,0.0367461848996866,-0.125127697789328,0.312593302196736
"RN7SL523P",0.00600000005215406,0.305000007152557,-0.00650000013411045,4,0,"Pseudogene","RN7SL",0.336351083922925,0.210068711453443,0.0358357454614903,0.394105665069081,-0.0913668901116529
"RN7SL524P",0.0329999998211861,0.146999999880791,0,1,0.3,"Pseudogene","RN7SL",0.391165269805721,0.0681928222249639,0.0326466165649954,0.0949546103482237,-0.0518213952971322
"RN7SL525P",0.028999999165535,0.151500001549721,0.00750000029802322,4,0.33,"Pseudogene","RN7SL",0.392501523706636,0.074403568872134,0.0330030690512506,0.117315302909694,-0.0315507082448532
"RN7SL526P",0.0599999986588955,0.305000007152557,0.0480000004172325,20,1.12,"Pseudogene","RN7SL",0.0761420400259686,0.0859207103034693,0.0271582996419034,0.186813371651555,-0.173839141627846
"RN7SL52P",0.0230000000447035,-0.0590000003576279,0.0339999999850988,2,0,"Pseudogene","RN7SL",0.598311782587078,-0.0481821682038747,0.0340210534227624,-0.111670961140082,0.175475874623909
"RN7SL530P",0.0665000006556511,0.30799999833107,0.0315000005066395,1,0.55,"Pseudogene","RN7SL",0.0688852692915439,0.0816211501617659,0.0264764015558813,0.163507931671008,-0.22113394091687
"RN7SL531P",0.0140000004321337,0.305000007152557,0.00700000021606683,3,0,"Pseudogene","RN7SL",0.291694834462222,0.188189057200268,0.0343592139505451,0.364526265885858,-0.0956552825115989
"RN7SL535P",0.0219999998807907,-0.165000006556511,0.046000000089407,17,9,"Pseudogene","RN7SL",0.695580624996531,-0.110162386131814,0.0344083770804706,-0.236497605545548,0.272274734468171
"RN7SL536P",0.0040000001899898,-0.013499999884516,0.0689999982714653,2,0,"Pseudogene","RN7SL",0.581296765085084,-0.00710290530077415,0.0354419902073437,0.0250484254199413,0.253086168928145
"RN7SL538P",0.00800000037997961,-0.028999999165535,0.0439999997615814,8,0.94,"Pseudogene","RN7SL",0.610911457838934,-0.00858450994674314,0.0357231363902453,-0.0142524564171718,0.214966428741596
"RN7SL539P",0.00300000002607703,-0.158999994397163,0.0670000016689301,1,0.16,"Pseudogene","RN7SL",0.735330816676064,-0.0864930747557518,0.036277653457645,-0.149009658811727,0.356383792578868
"RN7SL541P",0.0599999986588955,0.301999986171722,0.428999990224838,2,4.11,"Pseudogene","RN7SL",-0.356830147434456,-0.124232413673136,0.0164044260346663,0.245254585084924,0.394637172551769
"RN7SL542P",0.00700000021606683,-0.218999996781349,0.0820000022649765,0,0,"Pseudogene","RN7SL",0.764619155845349,-0.135823636249215,0.0355785597289293,-0.235763137672247,0.409086118005208
"RN7SL543P",0.0399999991059303,-0.293999999761581,0.0700000002980232,10,33.93,"Pseudogene","RN7SL",0.733835872102582,-0.229523559261586,0.0315385143518382,-0.461327851252983,0.344497230540277
"RN7SL544P",0.0294999992474914,0.277999997138977,0.0294999992474914,3,0.03,"Pseudogene","RN7SL",0.236773853336655,0.132855325924795,0.0317458626422594,0.273487901762234,-0.0901574416815701
"RN7SL545P",0.0020000000949949,-0.145000003278255,0.0689999982714653,2,0,"Pseudogene","RN7SL",0.722412132157944,-0.077700854410315,0.0363099030518784,-0.127686629792452,0.352509742256567
"RN7SL546P",0.0315000005066395,0.194999992847443,0.0700000002980232,2,0.55,"Pseudogene","RN7SL",0.26754847504832,0.0604027979646155,0.0307136622675793,0.170643100895064,0.0229129582822595
"RN7SL547P",0.0265000006183982,0.207000002264977,0.462000012397766,0,0,"Pseudogene","RN7SL",-0.17556022538345,-0.135535605877455,0.0205097004048361,0.267782556719014,0.613025617370241
"RN7SL549P",0.157000005245209,0.231000006198883,0.188999995589256,3,0,"Pseudogene","RN7SL",-0.363854310024693,-0.209706232091156,0.0101648820704295,-0.265489864113085,-0.207294573798474
"RN7SL551P",0.0130000002682209,0.30799999833107,0.0040000001899898,4,0,"Pseudogene","RN7SL",0.29569937206988,0.193470414973774,0.0345775616500327,0.371611357178235,-0.0991641796069993
"RN7SL552P",0.0040000001899898,0.305000007152557,0.0874999985098839,5,3.13,"Pseudogene","RN7SL",0.235900605503772,0.163153292146822,0.0334977715624542,0.416950532711337,0.0546842928170706
"RN7SL553P",0.00499999988824129,-0.141500003635883,0.00700000021606683,0,0,"Pseudogene","RN7SL",0.779010673433895,-0.0480358351458102,0.037569297050957,-0.145055316090915,0.248521706850184
"RN7SL554P",0.0255000004544854,0.195999994874001,0.46000000834465,3,0,"Pseudogene","RN7SL",-0.158521689691927,-0.138360804025378,0.0207893195037875,0.257761514672966,0.621029619250329
"RN7SL555P",0.0199999995529652,0.30799999833107,0.0480000004172325,3,1.36,"Pseudogene","RN7SL",0.2197430941978,0.156947768018574,0.0323827829949138,0.350865832385205,-0.0550096013596162
"RN7SL556P",0.0635000020265579,0.193000003695488,0.421999990940094,3,0,"Pseudogene","RN7SL",-0.250709455045151,-0.188117354123033,0.0166666437402458,0.0969518083638034,0.45097973492318
"RN7SL557P",0.159000001847744,0.144999995827675,0.190499998629093,2,0,"Pseudogene","RN7SL",-0.285333665752029,-0.262820143985341,0.0102270616656066,-0.378212320777644,-0.150147628204323
"RN7SL558P",0.0020000000949949,-0.141000002622604,-0.25,14,16.56,"Pseudogene","RN7SL",1.08351591186489,0.0985951677584253,0.0450792888205311,-0.174559809647228,-0.124645912598636
"RN7SL559P",0.0089999996125698,-0.0500000007450581,0.0480000004172325,5,9.86,"Pseudogene","RN7SL",0.624144187255395,-0.0248897734147305,0.0354448995376873,-0.0430169585775515,0.232654415982216
"RN7SL55P",0.0750000029802322,0.204999998211861,0.0370000004768372,2,0,"Pseudogene","RN7SL",0.136314566679575,0.00536283689533159,0.02564933296878,0.00464683871148175,-0.165655452370798
"RN7SL560P",0.0175000000745058,0.097000002861023,0.137999996542931,3,0,"Pseudogene","RN7SL",0.340442988345229,-0.00614638762809618,0.0312098249054339,0.117308671308678,0.23633201158012
"RN7SL561P",0.0579999983310699,0.160999998450279,0.448000013828278,1,0,"Pseudogene","RN7SL",-0.227788965334101,-0.210606768596917,0.0168192044661525,0.0840169807745088,0.5290417766051
"RN7SL563P",0.0120000001043081,0.30799999833107,-0.215000003576279,0,0,"Pseudogene","RN7SL",0.550454035596866,0.312710580353676,0.040703228193671,0.341021367855498,-0.422284825487349
"RN7SL564P",0.0474999994039536,0.118000000715256,0.137999996542931,1,0,"Pseudogene","RN7SL",0.209570660923693,-0.048752314445384,0.0269964054284621,0.0238452253580853,0.130064062257704
"RN7SL565P",0.025000000372529,0.300000011920929,0.0294999992474914,1,1.42,"Pseudogene","RN7SL",0.23088882232317,0.153056473162486,0.0322209893787516,0.31842112632072,-0.0921687621905796
"RN7SL566P",0.0109999999403954,-0.0839999988675117,0.0350000001490116,24,4.96,"Pseudogene","RN7SL",0.665706989091232,-0.0375135173719344,0.0359751863626042,-0.0960867115153624,0.232179179551264
"RN7SL567P",0.068000003695488,0.125,0.0240000002086162,3,0,"Pseudogene","RN7SL",0.258151280473938,-0.0199756990029609,0.0273376537726257,-0.0674266943659487,-0.106881375595883
"RN7SL568P",0.100499998778105,0.266999989748001,0.0230000000447035,5,0,"Pseudogene","RN7SL",-0.00396411609725571,0.00239433326188338,0.0223142032031155,-0.0234489997589063,-0.307955397382239
"RN7SL569P",0.00949999969452619,0.354999989271164,0.0290000000968575,5,1.91,"Pseudogene","RN7SL",0.231974184407327,0.212992945915824,0.0341467118215974,0.446862223592042,-0.0846187652749626
"RN7SL570P",0.0179999992251396,0.284000009298325,0.0179999992251396,2,0,"Pseudogene","RN7SL",0.285881809749807,0.163023635600678,0.0335923815668875,0.324791940621958,-0.0765892288273198
"RN7SL571P",0.0379999987781048,0.222000002861023,0.462000012397766,2,0.45,"Pseudogene","RN7SL",-0.232891372257592,-0.147485009613826,0.0188939301468648,0.240228822872464,0.567477146796392
"RN7SL573P",0.0149999996647239,0.263999998569489,-0.090999998152256,55,0,"Pseudogene","RN7SL",0.440352485413436,0.224755643484775,0.0377742673557166,0.290731871126395,-0.213205414838149
"RN7SL574P",0.0089999996125698,0.305000007152557,-0.231000006198883,67,10.65,"Pseudogene","RN7SL",0.580588406934669,0.33622086132837,0.0423162812082104,0.341439544870856,-0.431922110541536
"RN7SL575P",0.170000001788139,0.146999999880791,0.200000002980232,5,0,"Pseudogene","RN7SL",-0.338530134239956,-0.286160412846631,0.00849351587692106,-0.418229229832656,-0.170762872701232
"RN7SL577P",0.0189999993890524,0.30799999833107,0.0829999968409538,5,2.35,"Pseudogene","RN7SL",0.183220072785907,0.140210774095133,0.0315695829444663,0.360258492134106,0.000218891131929345
"RN7SL578P",0.0270000007003546,0.30799999833107,0.0759999975562096,1,0,"Pseudogene","RN7SL",0.162155281559766,0.12888529019514,0.0306434631212025,0.327651305476577,-0.0347155691886275
"RN7SL57P",0.034000001847744,0.30799999833107,0.0489999987185001,2,7.73,"Pseudogene","RN7SL",0.167498404653453,0.130988620494372,0.0303694067837881,0.295437853803072,-0.0961587008423926
"RN7SL580P",0.00999999977648258,-0.127000004053116,0.028999999165535,2,0,"Pseudogene","RN7SL",0.720716661971375,-0.0604050985309465,0.0362402529805508,-0.143871266485,0.255852038807891
"RN7SL581P",0.0640000030398369,-0.0579999983310699,0.0450000017881393,3,0.46,"Pseudogene","RN7SL",0.434910635707042,-0.127351704943375,0.028127717364952,-0.271795523170893,0.0664411134841867
"RN7SL582P",0.00800000037997961,-0.0410000011324883,0.00700000021606683,1,1.41,"Pseudogene","RN7SL",0.665754858292492,0.00343195798985579,0.0367040320906423,-0.0342562380274117,0.168103209708398
"RN7SL583P",0.0040000001899898,-0.10700000077486,0.0610000006854534,9,0,"Pseudogene","RN7SL",0.685376511681699,-0.0543857514982947,0.0361749889951552,-0.0910318005325456,0.307849268997601
"RN7SL584P",0.279000014066696,0.266999989748001,0.00600000005215406,0,0,"Pseudogene","RN7SL",-0.636255005712088,-0.311304351708264,-0.00163337754825127,-0.735492918310905,-0.876564646427286
"RN7SL585P",0.028999999165535,0.305000007152557,0.00100000004749745,11,0,"Pseudogene","RN7SL",0.243521933376578,0.165695045520295,0.0325802567704559,0.303297204933197,-0.149875225552468
"RN7SL586P",0.0930000022053719,0.207000002264977,0.460999995470047,1,0,"Pseudogene","RN7SL",-0.417325968425138,-0.254803238063432,0.0114774559182359,0.00313459728212383,0.409254426383736
"RN7SL587P",0.0149999996647239,-0.12899999320507,0.0820000022649765,5,3.97,"Pseudogene","RN7SL",0.643654488072575,-0.0986339271815588,0.0341043311048506,-0.157991506382325,0.321082775565774
"RN7SL589P",0.0635000020265579,0.184000000357628,0.0415000002831221,11,1.17,"Pseudogene","RN7SL",0.194231216844586,0.013332207639488,0.0272923638772868,0.0247161759123152,-0.108670011260072
"RN7SL58P",0.0390000008046627,0.206000000238419,0.467000007629395,1,0,"Pseudogene","RN7SL",-0.225959473074964,-0.161181199591871,0.0186836995308524,0.217576914675779,0.583190424777298
"RN7SL591P",0.0270000007003546,0.30799999833107,0.0430000014603138,5,0,"Pseudogene","RN7SL",0.199840652077954,0.147347479668487,0.0316046370446751,0.322079036866908,-0.0836627854985429
"RN7SL592P",0.00999999977648258,0.305000007152557,0.00700000021606683,2,0.15,"Pseudogene","RN7SL",0.306337114803851,0.19523910491386,0.0348906984087814,0.380509597908979,-0.0835288528010134
"RN7SL594P",0.523999989032745,0.105999998748302,0.280000001192093,4,0,"Pseudogene","RN7SL",-1.68137356871069,-0.991261186583896,-0.0418363012955964,-1.86304214685003,-1.09966686002096
"RN7SL596P",0.0160000007599592,0.144999995827675,0.200000002980232,2,0.23,"Pseudogene","RN7SL",0.226060081106957,-0.00995519496380528,0.0294722156921435,0.191880961846125,0.299070919315271
"RN7SL597P",0.0700000002980232,0.294999986886978,0.0020000000949949,2,0,"Pseudogene","RN7SL",0.103104057358569,0.0840456421329191,0.0268895559213708,0.128928536037815,-0.266423512426629
"RN7SL598P",0.0089999996125698,-0.170500002801418,0.096000000834465,3,0,"Pseudogene","RN7SL",0.691819481510228,-0.119113452702962,0.0347383490571629,-0.182457579383454,0.389546114552327
"RN7SL5P",0.00450000003911554,0.0149999996647239,0,835,380.87,"Pseudogene","RN7SL",0.602078795790999,0.184231791241994,0.0440003384825037,-0.0189872006010749,0.164997667737683
"RN7SL600P",0.0109999999403954,0.30799999833107,0.00600000005215406,17,7.29,"Pseudogene","RN7SL",0.300283560004459,0.198169358236801,0.034888881346049,0.37885367321608,-0.0895342979821696
"RN7SL601P",0.028999999165535,0.207000002264977,0.41499999165535,1,0,"Pseudogene","RN7SL",-0.130862789467954,-0.114533271678909,0.0214776839513433,0.250277212483313,0.535501875580178
"RN7SL602P",0.00600000005215406,0.218999996781349,0,4,0.14,"Pseudogene","RN7SL",0.416413425273098,0.158033214747036,0.036044244182243,0.290052722327256,-0.0206486797023836
"RN7SL604P",0.00700000021606683,-0.119999997317791,0.017000000923872,2,0,"Pseudogene","RN7SL",0.738302377503381,-0.0445712786811564,0.0369488380798921,-0.125300661819455,0.242148542627453
"RN7SL605P",0.0040000001899898,-0.153999999165535,-0.0020000000949949,23,0.65,"Pseudogene","RN7SL",0.804937172508329,-0.0446021431590304,0.0382973450660631,-0.159604630143074,0.248042633886399
"RN7SL606P",0.0189999993890524,0.305000007152557,0.0419999994337559,3,9.02,"Pseudogene","RN7SL",0.233324790709271,0.160299684521283,0.0326224813648752,0.350219096860304,-0.0587677518597829
"RN7SL607P",0.0199999995529652,0.30799999833107,0.0219999998807907,0,0.2,"Pseudogene","RN7SL",0.249637584281837,0.170468757090681,0.0330731157250162,0.346961812966737,-0.0938424202179904
"RN7SL608P",0.0260000005364418,-0.131999999284744,0.046000000089407,107,8.57,"Pseudogene","RN7SL",0.644419985734551,-0.0837721873918357,0.0348651107248564,-0.219188612383326,0.240604687885953
"RN7SL60P",0.0179999992251396,-0.172999992966652,0.0439999997615814,2,0,"Pseudogene","RN7SL",0.721116733315465,-0.108885216824055,0.0349432559038223,-0.229500722706526,0.286490789805684
"RN7SL610P",0.0594999995082617,0.146999999880791,-0.0839999988675117,7,0.25,"Pseudogene","RN7SL",0.390443483156797,0.066682238211748,0.0314250292391608,-0.0242651682983657,-0.257222866718572
"RN7SL612P",0.0160000007599592,0.303000003099442,0.0820000022649765,2,5.21,"Pseudogene","RN7SL",0.200510174346227,0.142843245423118,0.0319625288569192,0.366154251099822,0.0112765053589651
"RN7SL614P",0.00999999977648258,-0.333499997854233,0.0480000004172325,9,6.86,"Pseudogene","RN7SL",0.908841212247019,-0.186010468724106,0.0366720265543407,-0.393733135885915,0.431013855807589
"RN7SL615P",0.0399999991059303,0.305000007152557,0.0484999995678663,4,1.04,"Pseudogene","RN7SL",0.149143531517539,0.119069275828843,0.0296698901826198,0.267678954333735,-0.112942390333406
"RN7SL616P",0.0299999993294477,0.284000009298325,0.00700000021606683,2,0,"Pseudogene","RN7SL",0.254659881920346,0.147306362917451,0.0322586158929984,0.275326849014106,-0.129473087467565
"RN7SL617P",0.0089999996125698,0.305000007152557,0.0230000000447035,2,0,"Pseudogene","RN7SL",0.291653683625832,0.188414658175462,0.0345873164220108,0.387034175102921,-0.0566698447432303
"RN7SL618P",0.0199999995529652,-0.0654999986290932,0.0400000009685755,0,0,"Pseudogene","RN7SL",0.609073069731252,-0.0500064869406642,0.0342687693161074,-0.106571712462629,0.198061081322828
"RN7SL619P",0.00300000002607703,0.195999994874001,-0.342000007629395,13,0.24,"Pseudogene","RN7SL",0.842403589274607,0.33639840657108,0.0461040748418736,0.218691372010228,-0.50388180815995
"RN7SL620P",0.0120000001043081,-0.12899999320507,-0.101999998092651,6,0.27,"Pseudogene","RN7SL",0.865438906385867,0.00616975765258036,0.039637883618182,-0.175449006876692,0.056363199780271
"RN7SL621P",0.0240000002086162,0.266999989748001,0.46000000834465,8,0.31,"Pseudogene","RN7SL",-0.225455889537648,-0.0947562548136817,0.0207333647232005,0.350089392966543,0.575415655478051
"RN7SL622P",0.00800000037997961,0.165000006556511,-0.449000000953674,3,0.22,"Pseudogene","RN7SL",0.978637090958324,0.36592221114402,0.0483860660900719,0.144677601944245,-0.656799521864262
"RN7SL623P",0.00600000005215406,0.30799999833107,0.0810000002384186,4,0.5,"Pseudogene","RN7SL",0.233024912146092,0.164575061925071,0.0334038857650478,0.411708363279805,0.0367504489330162
"RN7SL624P",0.00100000004749745,0.180500000715256,-0.334999993443489,3,0,"Pseudogene","RN7SL",0.857788815301475,0.325819798392162,0.0461288779716933,0.2096083708345,-0.476811143708227
"RN7SL625P",0.0120000001043081,0.214000001549721,0.200000002980232,7,0,"Pseudogene","RN7SL",0.170291740322046,0.0370306734055915,0.0297717285344546,0.291705246433446,0.262482714326831
"RN7SL627P",0.0120000001043081,0.266000002622604,-0.100000001490116,2,0.46,"Pseudogene","RN7SL",0.461338026437988,0.227325995562923,0.0377424178480665,0.307858214113343,-0.221204694174268
"RN7SL628P",0.0930000022053719,-0.0160000007599592,0.200000002980232,5,0.19,"Pseudogene","RN7SL",0.108562143053381,-0.239225495495369,0.0197343185760248,-0.311249551539606,0.179206862399167
"RN7SL629P",0.223000004887581,0.214000001549721,0.0430000014603138,6,0.47,"Pseudogene","RN7SL",-0.4203936309524,-0.259136289418386,0.00529787355733246,-0.572176611700272,-0.613227942586473
"RN7SL62P",0.090999998152256,0.199000000953674,0.194999992847443,0,0,"Pseudogene","RN7SL",-0.0970162481781045,-0.112427803633156,0.0191103113096799,-0.0409781042149794,0.0250244067732856
"RN7SL630P",0.0299999993294477,0.0689999982714653,0.0810000002384186,2,1.1,"Pseudogene","RN7SL",0.388635276997175,-0.0139252238702343,0.031179639221294,0.0243927545509098,0.133285332408375
"RN7SL632P",0.0040000001899898,-0.096000000834465,0.0480000004172325,1,0,"Pseudogene","RN7SL",0.689345127096708,-0.0424997536232533,0.0363817632146479,-0.0790287977343601,0.280341802067816
"RN7SL633P",0.171000003814697,0.30799999833107,0.00100000004749745,1,0,"Pseudogene","RN7SL",-0.277828880775787,-0.0904608686198859,0.0130661583260736,-0.256850891652161,-0.584475501022212
"RN7SL634P",0.0165000008419156,0.284000009298325,0.0445000007748604,5,0.23,"Pseudogene","RN7SL",0.260892694139847,0.151938558669547,0.0331021046470553,0.334739877421769,-0.032448538179647
"RN7SL635P",0.0130000002682209,-0.0509999990463257,0.046000000089407,2,0,"Pseudogene","RN7SL",0.612942523004747,-0.032097953900888,0.0350181776248083,-0.060223111588777,0.218084874839665
