gene_name,expected_promoter,contains_type1_promoter,contains_type2_promoter,contains_type3_promoter,gene_group,locus_type,gene_type
RN7SL460P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL461P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL462P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL464P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL465P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL466P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL468P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL469P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL470P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL471P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL472P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL473P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL474P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL475P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL477P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL478P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL479P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL47P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL480P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL481P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL482P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL483P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL484P,Type 2,False,False,False,RN7SL,pseudogene,pseudogene
RN7SL487P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL488P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL489P,Type 2,False,False,False,RN7SL,pseudogene,pseudogene
RN7SL48P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL491P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL492P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL493P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL494P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL495P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL496P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL497P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL498P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL499P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL49P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL4P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL500P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL502P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL503P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL504P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL505P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL507P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL508P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL509P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL50P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL510P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL513P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL515P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL516P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL517P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL518P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL519P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL51P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL520P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL521P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL523P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL524P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL525P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL526P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL52P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL530P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL531P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL535P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL536P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL538P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL539P,Type 2,False,True,False,RN7SL,pseudogene,pseudogene
RN7SL541P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL542P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL543P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL544P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL545P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL546P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL547P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL549P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL551P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL552P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL553P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL554P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL555P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL556P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL557P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL558P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL559P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL55P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL560P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL561P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL563P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL564P,Type 2,False,False,False,RN7SL,pseudogene,pseudogene
RN7SL565P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL566P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL567P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL568P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL569P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL570P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL571P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL573P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL574P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL575P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL577P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL578P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL57P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL580P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL581P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL582P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL583P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL584P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL585P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL586P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL587P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL589P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL58P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL591P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL592P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL594P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL596P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL597P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL598P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL5P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL600P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL601P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL602P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL604P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL605P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL606P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL607P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL608P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL60P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL610P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL612P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL614P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL615P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL616P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL617P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL618P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL619P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL620P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL621P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL622P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL623P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL624P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL625P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL627P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL628P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL629P,Type 2,False,True,False,RN7SL,pseudogene,pseudogene
RN7SL62P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL630P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL632P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL633P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL634P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL635P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL636P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL638P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL63P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL640P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL643P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL644P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL645P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL646P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL647P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL648P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL649P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL650P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL652P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL653P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL654P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL655P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL656P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL657P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL658P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL659P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL65P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL660P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL663P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL664P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL665P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL666P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL667P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL668P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL66P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL670P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL671P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL672P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL673P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL674P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL675P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL676P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL677P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL678P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL679P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL67P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL680P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL681P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL683P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL684P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL685P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL687P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL688P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL689P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL68P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL690P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL691P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL692P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL693P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL697P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL698P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL69P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL6P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL700P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL702P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL703P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL704P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL705P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL706P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL708P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL709P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL70P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL711P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL712P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL713P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL714P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL715P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL716P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL717P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL718P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL719P,Type 2,False,True,False,RN7SL,pseudogene,pseudogene
RN7SL720P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL722P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL724P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL725P,Type 2,False,False,False,RN7SL,pseudogene,pseudogene
RN7SL726P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL727P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL728P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL72P,Type 2,False,False,True,RN7SL,pseudogene,pseudogene
RN7SL731P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL732P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL733P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL734P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL735P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL736P,Type 2,False,False,False,RN7SL,pseudogene,pseudogene
RN7SL737P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL738P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL73P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL740P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL741P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL743P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL744P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL745P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL748P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL749P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL74P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL750P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL751P,Type 2,False,False,False,RN7SL,pseudogene,pseudogene
RN7SL752P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL753P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL754P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL756P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL757P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL759P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL75P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL760P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL761P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL762P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL763P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL764P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL766P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL767P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL769P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL76P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL771P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL774P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL775P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL776P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL778P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL77P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL782P,Type 2,True,False,True,RN7SL,pseudogene,pseudogene
RN7SL783P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL784P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL785P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL786P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL787P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL788P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL789P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL78P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL790P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL791P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL792P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL793P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL794P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL795P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL796P,Type 2,False,True,False,RN7SL,pseudogene,pseudogene
RN7SL797P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL798P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL799P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL79P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL7P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL800P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL801P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL802P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL803P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL804P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL806P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL807P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL808P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL809P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL810P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL811P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL812P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL813P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL814P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL815P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL817P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL818P,Type 2,False,False,False,RN7SL,pseudogene,pseudogene
RN7SL819P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL81P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL820P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL822P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL823P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL824P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL825P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL826P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL827P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL828P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL82P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL831P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL832P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL833P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL834P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL835P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL836P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL837P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL838P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL83P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL840P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL841P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL842P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL843P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL845P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL846P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL847P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL849P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL850P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL851P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL853P,Type 2,False,False,False,RN7SL,pseudogene,pseudogene
RN7SL854P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL856P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL860P,Type 2,False,False,True,RN7SL,pseudogene,pseudogene
RN7SL861P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL862P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL863P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL864P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL865P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL868P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL869P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL870P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL87P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL88P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL89P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL8P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL91P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL92P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL93P,Type 2,False,True,True,RN7SL,pseudogene,pseudogene
RN7SL96P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL97P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RN7SL98P,Type 2,True,True,True,RN7SL,pseudogene,pseudogene
RNU7-1,None,True,True,True,RNU7,"RNA, small nuclear",functional
RNU7-102P,None,False,False,False,RNU7,pseudogene,pseudogene
RNU7-103P,None,False,False,False,RNU7,pseudogene,pseudogene
RNU7-104P,None,False,False,False,RNU7,pseudogene,pseudogene
RNU7-105P,None,False,False,False,RNU7,pseudogene,pseudogene
RNU7-106P,None,False,False,False,RNU7,pseudogene,pseudogene
RNU7-107P,None,False,False,False,RNU7,pseudogene,pseudogene
RNU7-10P,None,False,True,True,RNU7,pseudogene,pseudogene
RNU7-110P,None,False,False,False,RNU7,pseudogene,pseudogene
RNU7-111P,None,False,True,False,RNU7,pseudogene,pseudogene
RNU7-113P,None,False,False,False,RNU7,pseudogene,pseudogene
RNU7-115P,None,True,True,True,RNU7,pseudogene,pseudogene
