"gene_name","gene_group","chromosome","start","end","gene_length","flank_length","intergenic_density_1000genomes","intergenic_density_gnomad","intergenic_density_pangenome","intergenic_density_dbsnp","locus_type","gene_type","Gene_group","Gene_Type","source","snp_count","snp_density","flank_count","flank_density","enrichment","enrichment_intergenic","Gene_Type_combined","Gene_group_f","y_num","y_offset","y_pos","q1","q3","iqr","is_outlier"
"TRA-AGC15-1","TRNA","chr14",88979098,88979170,73,7299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, transfer","functional","TRNA","Functional","pangenome",6,0.0821917808219178,72,0.0098643649815043,8.33219178082192,11.5741336117984,"TRNA.Functional","TRNA",4,0.15,4.15,0,3.91162848917261,3.91162848917261,TRUE
"TRL-CAG1-6","TRNA","chr1",161530342,161530424,83,8299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, transfer","functional","TRNA","Functional","pangenome",6,0.072289156626506,182,0.0219303530545848,3.29630610353502,10.1796596826661,"TRNA.Functional","TRNA",4,0.15,4.15,0,3.91162848917261,3.91162848917261,TRUE
"TRC-GCA14-1","TRNA","chr17",38861684,38861755,72,7200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, transfer","functional","TRNA","Functional","pangenome",5,0.0694444444444444,84,0.0116666666666666,5.95238095238095,9.77907122293153,"TRNA.Functional","TRNA",4,0.15,4.15,0,3.91162848917261,3.91162848917261,TRUE
"TRE-CTC13-1","TRNA","chr2",95551446,95551517,72,7200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, transfer","functional","TRNA","Functional","pangenome",5,0.0694444444444444,50,0.0069444444444444,10,9.77907122293153,"TRNA.Functional","TRNA",4,0.15,4.15,0,3.91162848917261,3.91162848917261,TRUE
"TRV-AAC6-1","TRNA","chr6",28735429,28735500,72,7200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, transfer","functional","TRNA","Functional","pangenome",5,0.0694444444444444,77,0.0106944444444444,6.49350649350649,9.77907122293153,"TRNA.Functional","TRNA",4,0.15,4.15,0,3.91162848917261,3.91162848917261,TRUE
"TRE-CTC1-6","TRNA","chr6",28982199,28982270,72,7200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, transfer","functional","TRNA","Functional","pangenome",5,0.0694444444444444,52,0.0072222222222222,9.61538461538462,9.77907122293153,"TRNA.Functional","TRNA",4,0.15,4.15,0,3.91162848917261,3.91162848917261,TRUE
"TRS-ACT1-1","TRNA","chr6",27293892,27293965,74,7400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","pangenome",5,0.0675675675675675,68,0.0091891891891891,7.35294117647059,9.51477200069014,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.389841920651289,2.04645637632299,1.6566144556717,TRUE
"TRV-CAC11-2","TRNA","chr1",16860198,16860270,73,7299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","pangenome",4,0.0547945205479452,318,0.043567612001644,1.25768932540708,7.71608907453228,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.389841920651289,2.04645637632299,1.6566144556717,TRUE
"RN7SKP80","RN7SK","chr22",42565048,42565330,283,28299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","pangenome",8,0.0282685512367491,474,0.0167497084702639,1.68770407478642,3.98073853315093,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.481844086298917,1.73137654438788,1.24953245808896,TRUE
"RN7SKP48","RN7SK","chr4",85100496,85100823,328,32800,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","pangenome",9,0.0274390243902439,331,0.0100914634146341,2.7190332326284,3.86392570271929,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.481844086298917,1.73137654438788,1.24953245808896,TRUE
"RN7SKP166","RN7SK","chr12",66292683,66292987,305,30499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","pangenome",8,0.0262295081967213,319,0.0104593593232565,2.50775476643198,3.69360329469414,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.481844086298917,1.73137654438788,1.24953245808896,TRUE
"RN7SKP36","RN7SK","chr4",7112088,7112399,312,31200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","pangenome",8,0.0256410256410256,406,0.0130128205128205,1.97044334975369,3.61073399000549,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.481844086298917,1.73137654438788,1.24953245808896,TRUE
"RNU7-1","RNU7","chr12",6943816,6943878,63,6299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU7","Functional","pangenome",5,0.0793650793650793,54,0.0085727893316399,9.25778953556731,11.176081397636,"RNU7.Functional","RNU7",2,0.15,2.15,0,1.05884651776111,1.05884651776111,TRUE
"RNU7-190P","RNU7","chr2",117139715,117139775,61,6099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU7","Pseudogene","pangenome",3,0.0491803278688524,94,0.0154123626824069,3.1909661667248,6.92550617755151,"RNU7.Pseudogene","RNU7",2,-0.15,1.85,0,2.23521627952721,2.23521627952721,TRUE
"RNU7-35P","RNU7","chr7",43194421,43194482,62,6200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU7","Pseudogene","pangenome",3,0.0483870967741935,51,0.0082258064516129,5.88235294117647,6.81380446501036,"RNU7.Pseudogene","RNU7",2,-0.15,1.85,0,2.23521627952721,2.23521627952721,TRUE
"RNY1P10","RNY","chr16",28183318,28183430,113,11299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNY","Pseudogene","pangenome",4,0.0353982300884955,65,0.0057527214797769,6.15330156569095,4.98473011009607,"RNY.Pseudogene","RNY",1,-0.15,0.85,0,1.5141787700023,1.5141787700023,TRUE
"RNY3P10","RNY","chr13",69802940,69803041,102,10200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNY","Pseudogene","pangenome",3,0.0294117647058823,106,0.010392156862745,2.83018867924528,4.14172428265335,"RNY.Pseudogene","RNY",1,-0.15,0.85,0,1.5141787700023,1.5141787700023,TRUE
"RNU1-61P","RNU1","chr6",32549940,32550090,151,15099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU1","Pseudogene","dbsnp",107,0.708609271523179,7453,0.493608848268097,1.43556841415919,2.46130347871893,"RNU1.Pseudogene","RNU1",14,-0.15,13.85,1.00213202967326,1.39178341245031,0.389651382777046,TRUE
"RNU1-108P","RNU1","chr17",58666537,58666697,161,16099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU1","Pseudogene","dbsnp",112,0.695652173913043,5941,0.369029132244239,1.88508741757719,2.41629792953471,"RNU1.Pseudogene","RNU1",14,-0.15,13.85,1.00213202967326,1.39178341245031,0.389651382777046,TRUE
"RNU1-152P","RNU1","chr6",32576277,32576423,147,14699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU1","Pseudogene","dbsnp",91,0.619047619047619,9877,0.67195047282128,0.921269712704359,2.15021750277047,"RNU1.Pseudogene","RNU1",14,-0.15,13.85,1.00213202967326,1.39178341245031,0.389651382777046,TRUE
"RNU1-114P","RNU1","chr1",143652050,143652215,166,16600,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU1","Pseudogene","dbsnp",98,0.590361445783133,7999,0.481867469879518,1.22515314414302,2.05057813748917,"RNU1.Pseudogene","RNU1",14,-0.15,13.85,1.00213202967326,1.39178341245031,0.389651382777046,TRUE
"RNU1-27P","RNU1","chr14",34546714,34546877,164,16400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU1","Pseudogene","dbsnp",0,0,4916,0.299756097560976,0,0,"RNU1.Pseudogene","RNU1",14,-0.15,13.85,1.00213202967326,1.39178341245031,0.389651382777046,TRUE
"RNU1-28P","RNU1","chr14",34556226,34556389,164,16400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU1","Pseudogene","dbsnp",0,0,5188,0.316341463414634,0,0,"RNU1.Pseudogene","RNU1",14,-0.15,13.85,1.00213202967326,1.39178341245031,0.389651382777046,TRUE
"RNU2-2","RNU2","chr11",62841619,62841809,191,19099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU2","Functional","dbsnp",274,1.43455497382199,8180,0.42829467511388,3.34945787836506,4.98282380625908,"RNU2.Functional","RNU2",13,0.15,13.15,1.83824511716141,2.40824360310293,0.569998485941521,TRUE
"RNU2-63P","RNU2","chr2",88016358,88016547,190,19000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU2","Pseudogene","dbsnp",227,1.19473684210526,6175,0.325,3.67611336032389,4.14983272700682,"RNU2.Pseudogene","RNU2",13,-0.15,12.85,0.963830882232596,1.34029025778879,0.376459375556189,TRUE
"RNU4-1","RNU4","chr12",120293093,120293237,145,14499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU4","Functional","dbsnp",189,1.30344827586207,6692,0.461549072349817,2.82407300533833,4.52743409469284,"RNU4.Functional","RNU4",12,0.15,12.15,1.63651909049617,2.25039014916173,0.613871058665564,TRUE
"RNU4-2","RNU4","chr12",120291759,120291903,145,14499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU4","Functional","dbsnp",164,1.13103448275862,6635,0.457617766742534,2.4715703037705,3.9285671509504,"RNU4.Functional","RNU4",12,0.15,12.15,1.63651909049617,2.25039014916173,0.613871058665564,TRUE
"RNU4-86P","RNU4","chr11",126214260,126214478,219,21899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU4","Pseudogene","dbsnp",141,0.643835616438356,7858,0.358829170281748,1.79426777352807,2.23631683375601,"RNU4.Pseudogene","RNU4",12,-0.15,11.85,0.985369723037205,1.33791311283496,0.352543389797756,TRUE
"RNU5E-6P","RNU5","chr1",44819883,44819997,115,11499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU5","Pseudogene","dbsnp",142,1.23478260869565,3410,0.296547525871815,4.16386076756343,4.28892882492411,"RNU5.Pseudogene","RNU5",11,-0.15,10.85,0.833622785689476,1.38937130948246,0.555748523792984,TRUE
"RNU5A-8P","RNU5","chr1",210374154,210374267,114,11400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU5","Pseudogene","dbsnp",136,1.19298245614035,2889,0.253421052631579,4.70751124956732,4.1437389931933,"RNU5.Pseudogene","RNU5",11,-0.15,10.85,0.833622785689476,1.38937130948246,0.555748523792984,TRUE
"RNU5E-4P","RNU5","chr1",11909808,11909927,120,12000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU5","Pseudogene","dbsnp",136,1.13333333333333,5447,0.453916666666667,2.49678722232421,3.93655204353363,"RNU5.Pseudogene","RNU5",11,-0.15,10.85,0.833622785689476,1.38937130948246,0.555748523792984,TRUE
"RNU6-781P","RNU6","chr12",6709452,6709552,101,10099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",85,0.841584158415842,4520,0.447569066244183,1.88034478226584,2.92318221054478,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-328P","RNU6","chr16",7004007,7004112,106,10600,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",74,0.69811320754717,7603,0.717264150943396,0.973300013152703,2.42484615334203,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-1218P","RNU6","chr8",30043801,30043908,108,10800,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",72,0.666666666666667,5114,0.473518518518519,1.40789988267501,2.31561884913743,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-457P","RNU6","chr16",6873899,6874005,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",71,0.663551401869159,6877,0.64277035236938,1.03233044184937,2.30479820030969,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-758P","RNU6","chr16",75286712,75286800,89,8899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",57,0.640449438202247,3496,0.39285312956512,1.6302515876893,2.2245551865309,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-194P","RNU6","chr6",119327281,119327385,105,10499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",67,0.638095238095238,3745,0.356700638156015,1.78888168351453,2.21637804131726,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-36P","RNU6","chr12",97721716,97721822,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",66,0.616822429906542,4897,0.457706327694177,1.34763797785789,2.14248846789351,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-458P","RNU6","chr14",18343038,18343144,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",66,0.616822429906542,6324,0.591083278811104,1.04354572700349,2.14248846789351,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-319P","RNU6","chr9",15431899,15432006,108,10800,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",63,0.583333333333333,4738,0.438703703703704,1.32967496834107,2.02616649299525,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-34P","RNU6","chr4",96152297,96152403,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",62,0.579439252336449,3909,0.365361248714833,1.5859351651951,2.01264068196057,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-1077P","RNU6","chr12",130869736,130869837,102,10200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",59,0.57843137254902,4491,0.440294117647059,1.31373858828769,2.00913988381042,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-397P","RNU6","chr8",14487776,14487879,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",60,0.576923076923077,4931,0.474134615384615,1.21679172581626,2.00390092713816,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-789P","RNU6","chr3",136721394,136721495,102,10200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",58,0.568627450980392,4136,0.405490196078431,1.40232108317215,1.97508666544075,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-437P","RNU6","chr6",107930088,107930182,95,9499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",54,0.568421052631579,3649,0.384145699547321,1.47970172073099,1.97436975558034,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-417P","RNU6","chr7",63011463,63011569,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",60,0.560747663551402,5222,0.488082998411066,1.14887768141257,1.9477167889941,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-842P","RNU6","chr8",13044350,13044456,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",60,0.560747663551402,6036,0.564164875221983,0.993942884747589,1.9477167889941,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-513P","RNU6","chr22",42569147,42569250,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",58,0.557692307692308,5899,0.567211538461538,0.983217494490592,1.93710422956689,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-830P","RNU6","chr1",55398514,55398620,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",59,0.551401869158878,3697,0.345546312739508,1.59573940982711,1.91525484251087,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-1151P","RNU6","chr8",9287472,9287578,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",59,0.551401869158878,5300,0.49537339938312,1.11310350908129,1.91525484251087,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-25P","RNU6","chr3",195214787,195214893,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",58,0.542056074766355,3857,0.360500981400131,1.5036188602347,1.88279289602763,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-473P","RNU6","chr2",130497743,130497849,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",13,0.121495327102804,1857,0.17356762314235,0.699988424702691,0.422005304282055,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-312P","RNU6","chr2",200881715,200881821,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",13,0.121495327102804,2521,0.235629498083933,0.515620192254223,0.422005304282055,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-1269P","RNU6","chr9",40233923,40234029,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",13,0.121495327102804,1468,0.137209084961211,0.885475820621864,0.422005304282055,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-368P","RNU6","chr9",67869947,67870053,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",12,0.11214953271028,3866,0.361342181512291,0.310369335351084,0.38954335779882,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-816P","RNU6","chr22",15701459,15701565,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",11,0.102803738317757,4908,0.458734461164595,0.224102933223652,0.357081411315585,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-1235P","RNU6","chr15",21307749,21307855,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",10,0.0934579439252336,2418,0.226002430133657,0.413526278765953,0.32461946483235,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-631P","RNU6","chr15",21866210,21866316,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",9,0.0841121495327102,1642,0.153472287129638,0.548060833039261,0.292157518349115,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-18P","RNU6","chr15",32284152,32284258,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",6,0.0560747663551401,2453,0.229273763903169,0.244575591208171,0.19477167889941,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-1268P","RNU6","chr14",19422815,19422921,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",5,0.0467289719626168,4391,0.410412188054958,0.113858636080172,0.162309732416175,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-749P","RNU6","chr15",20855251,20855357,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",5,0.0467289719626168,1383,0.129264417235256,0.361499111372406,0.162309732416175,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-1239P","RNU6","chr14",18978847,18978953,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",3,0.02803738317757,4489,0.41957192260959,0.0668237831625801,0.097385839449705,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-465P","RNU6","chr1",120126974,120127074,101,10099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",2,0.0198019801980198,2318,0.229527676007525,0.0862727342622096,0.0687807578951712,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-1071P","RNU6","chr1",146288596,146288696,101,10099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",2,0.0198019801980198,1492,0.147737399742549,0.134034985267964,0.0687807578951712,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-785P","RNU6","chr9",138259595,138259698,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",1,0.0096153846153846,631,0.0606730769230769,0.158478605388273,0.033398348785636,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-1171P","RNU6","chr1",148739379,148739479,101,10099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",0,0,50,0.0049509852460639,0,0,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU6-1076P","RNU6","chr19",223158,223261,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","dbsnp",0,0,2064,0.198461538461538,0,0,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.974619221367752,1.33482067313259,0.360201451764836,TRUE
"RNU4ATAC4P","RNU4ATAC","chr1",67267601,67267726,126,12600,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU4ATAC","Pseudogene","dbsnp",24,0.19047619047619,2818,0.223650793650794,0.85166784953868,0.661605385467838,"RNU4ATAC.Pseudogene","RNU4ATAC",9,-0.15,8.85,1.1026756424464,1.35077766199684,0.24810201955044,TRUE
"RN7SL134P","RN7SL","chr16",82844455,82844757,303,30299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","dbsnp",220,0.726072607260726,15667,0.517079771609624,1.40417909793788,2.52196112282295,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,1.0603096835524,1.34041695126244,0.280107267710037,TRUE
"RN7SL52P","RN7SL","chr21",9902344,9902627,284,28400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","dbsnp",193,0.679577464788732,18205,0.641021126760563,1.0601483109036,2.36046358037073,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,1.0603096835524,1.34041695126244,0.280107267710037,TRUE
"RN7SL96P","RN7SL","chr2",38936876,38937158,283,28299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","dbsnp",176,0.621908127208481,10265,0.362733665500548,1.71450346730373,2.16015327269358,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,1.0603096835524,1.34041695126244,0.280107267710037,TRUE
"RN7SL440P","RN7SL","chr1",94150738,94151080,343,34299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","dbsnp",211,0.615160349854227,11854,0.345607743665996,1.77993798208623,2.13671535204664,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,1.0603096835524,1.34041695126244,0.280107267710037,TRUE
"RN7SL850P","RN7SL","chr16",4633591,4633881,291,29099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","dbsnp",178,0.611683848797251,13841,0.475652084264064,1.28599005246378,2.12463997498177,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,1.0603096835524,1.34041695126244,0.280107267710037,TRUE
"RN7SL787P","RN7SL","chr9",67791499,67791782,284,28400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","dbsnp",169,0.595070422535211,10488,0.369295774647887,1.61136536994661,2.06693443048007,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,1.0603096835524,1.34041695126244,0.280107267710037,TRUE
