gene_name,gene_group,chromosome,start,end,gene_length,flank_length,snp_count_1000genomes,snp_density_1000genomes,flank_count_1000genomes,flank_density_1000genomes,enrichment_1000genomes,snp_count_gnomad,snp_density_gnomad,flank_count_gnomad,flank_density_gnomad,enrichment_gnomad,snp_count_pangenome,snp_density_pangenome,flank_count_pangenome,flank_density_pangenome,enrichment_pangenome,snp_count_dbsnp,snp_density_dbsnp,flank_count_dbsnp,flank_density_dbsnp,enrichment_dbsnp,locus_type,gene_type
RN7SL26P,RN7SL,chr6,33540694,33541000,307,3069,9,0.029315960912052116,82,0.0267188009123493,1.0972034638913164,62,0.20195439739413681,847,0.27598566308243727,0.7317568425060282,2,0.006514657980456026,24,0.007820136852394917,0.8330618892508144,93,0.30293159609120524,963,0.31378299120234604,0.9654175165149624,pseudogene,pseudogene
RN7SL200P,RN7SL,chr6,34685355,34685642,288,2880,8,0.027777777777777776,62,0.021527777777777778,1.2903225806451613,72,0.25,788,0.27361111111111114,0.9137055837563451,5,0.017361111111111112,20,0.006944444444444444,2.5000000000000004,100,0.3472222222222222,986,0.3423611111111111,1.0141987829614605,pseudogene,pseudogene
RNY3P15,RNY,chr6,34873831,34873927,97,969,5,0.05154639175257732,22,0.022703818369453045,2.2703842549203372,23,0.23711340206185566,152,0.1568627450980392,1.5115979381443299,0,0.0,2,0.0020639834881320948,0.0,30,0.30927835051546393,250,0.2579979360165119,1.198762886597938,pseudogene,pseudogene
RN7SL502P,RN7SL,chr6,36450912,36451201,290,2900,10,0.034482758620689655,84,0.028965517241379312,1.1904761904761905,66,0.22758620689655173,757,0.2610344827586207,0.8718626155878468,1,0.0034482758620689655,22,0.007586206896551724,0.45454545454545453,87,0.3,913,0.31482758620689655,0.9529025191675794,pseudogene,pseudogene
RN7SL748P,RN7SL,chr6,36522191,36522501,311,3109,10,0.03215434083601286,78,0.025088452878739145,1.2816390469123586,87,0.2797427652733119,910,0.29269861691862337,0.9557365464117874,3,0.00964630225080386,22,0.007076230299131554,1.3631978953522361,123,0.3954983922829582,994,0.31971695078803475,1.23702666157718,pseudogene,pseudogene
RNU1-88P,RNU1,chr6,36639545,36639672,128,1280,4,0.03125,44,0.034375,0.9090909090909091,23,0.1796875,310,0.2421875,0.7419354838709677,1,0.0078125,12,0.009375,0.8333333333333334,42,0.328125,406,0.3171875,1.0344827586206897,pseudogene,pseudogene
RN7SL273P,RN7SL,chr6,37361185,37361483,299,2989,6,0.020066889632107024,63,0.02107728337236534,0.9520624303233,52,0.17391304347826086,560,0.1873536299765808,0.9282608695652173,1,0.0033444816053511705,18,0.006022080963532954,0.555369751021925,113,0.3779264214046823,836,0.27969220475075274,1.3512225760509515,pseudogene,pseudogene
RN7SL285P,RN7SL,chr6,37832922,37833185,264,2640,7,0.026515151515151516,81,0.03068181818181818,0.8641975308641976,57,0.2159090909090909,623,0.2359848484848485,0.9149277688603531,2,0.007575757575757576,19,0.007196969696969697,1.0526315789473684,104,0.3939393939393939,873,0.3306818181818182,1.1912943871706758,pseudogene,pseudogene
RNVU1-33,RNU1,chr6,37915573,37915742,170,1700,4,0.023529411764705882,55,0.03235294117647059,0.7272727272727272,35,0.20588235294117646,403,0.23705882352941177,0.8684863523573201,0,0.0,14,0.00823529411764706,0.0,55,0.3235294117647059,581,0.3417647058823529,0.9466437177280552,"RNA, small nuclear",functional
RN7SL465P,RN7SL,chr6,38744086,38744386,301,3009,5,0.016611295681063124,79,0.026254569624459954,0.6327011228394802,54,0.17940199335548174,712,0.23662346294449985,0.7581749972003434,4,0.013289036544850499,30,0.009970089730807577,1.332890365448505,90,0.29900332225913623,953,0.31671651711532073,0.9440723994519841,pseudogene,pseudogene
RNU1-54P,RNU1,chr6,39620345,39620464,120,1200,4,0.03333333333333333,24,0.02,1.6666666666666665,25,0.20833333333333334,246,0.205,1.016260162601626,1,0.008333333333333333,10,0.008333333333333333,1.0,33,0.275,360,0.3,0.9166666666666667,pseudogene,pseudogene
RNU6-250P,RNU6,chr6,40407853,40407955,103,1029,5,0.04854368932038835,25,0.024295432458697766,1.9980582524271844,23,0.22330097087378642,206,0.2001943634596696,1.1154208690734282,1,0.009708737864077669,8,0.007774538386783284,1.2487864077669903,34,0.3300970873786408,320,0.3109815354713314,1.0614684466019417,pseudogene,pseudogene
RNU6-643P,RNU6,chr6,41302466,41302572,107,1069,5,0.04672897196261682,38,0.03554724041159962,1.3145597638957207,14,0.1308411214953271,204,0.19083255378858746,0.6856331317573758,2,0.018691588785046728,11,0.01028999064546305,1.816482582837723,39,0.3644859813084112,345,0.32273152478952294,1.1293783015034538,pseudogene,pseudogene
RNU6-761P,RNU6,chr6,42018408,42018514,107,1069,2,0.018691588785046728,20,0.018709073900841908,0.9990654205607477,34,0.3177570093457944,287,0.2684752104770814,1.1835618222670876,2,0.018691588785046728,8,0.007483629560336763,2.497663551401869,46,0.42990654205607476,348,0.3255378858746492,1.3206037168331721,pseudogene,pseudogene
RNU6-890P,RNU6,chr6,42664162,42664268,107,1069,2,0.018691588785046728,26,0.02432179607109448,0.7685118619698058,20,0.18691588785046728,178,0.166510757717493,1.1225454163603905,1,0.009345794392523364,7,0.006548175865294668,1.4272363150867822,37,0.34579439252336447,291,0.2722170252572498,1.270289366348717,pseudogene,pseudogene
RN7SL403P,RN7SL,chr6,43036196,43036500,305,3049,9,0.029508196721311476,85,0.027877992784519516,1.0584763741562198,93,0.30491803278688523,652,0.21384060347654968,1.425912702403701,6,0.019672131147540985,23,0.00754345687110528,2.60784034212402,130,0.4262295081967213,1023,0.3355198425713349,1.2703555918785954,pseudogene,pseudogene
RNU6-1113P,RNU6,chr6,43474186,43474292,107,1069,2,0.018691588785046728,27,0.025257249766136577,0.7400484596746278,20,0.18691588785046728,260,0.2432179607109448,0.7685118619698058,0,0.0,7,0.006548175865294668,0.0,35,0.32710280373831774,344,0.32179607109448083,1.0164909802216908,pseudogene,pseudogene
RN7SL811P,RN7SL,chr6,44209766,44210063,298,2980,10,0.03355704697986577,81,0.027181208053691275,1.2345679012345678,213,0.714765100671141,581,0.19496644295302012,3.6660929432013774,6,0.020134228187919462,22,0.00738255033557047,2.727272727272727,149,0.5,825,0.27684563758389263,1.806060606060606,pseudogene,pseudogene
AARS2,TRNA,chr6,44298731,44313347,14617,146169,448,0.0306492440309229,3835,0.026236753347152954,1.1681797524787403,3163,0.2163918724772525,33623,0.2300282549651431,0.9407186630618184,112,0.007662311007730725,1045,0.007149258734752239,1.0717630025731983,5512,0.37709516316617636,48280,0.33030259494147185,1.141665760249313,gene with protein product,functional
RNU6-754P,RNU6,chr6,46018745,46018851,107,1069,2,0.018691588785046728,33,0.03086997193638915,0.6054941942792409,21,0.19626168224299065,233,0.21796071094480823,0.9004452288315751,1,0.009345794392523364,7,0.006548175865294668,1.4272363150867822,32,0.29906542056074764,325,0.304022450888681,0.9836951833213514,pseudogene,pseudogene
RN7SKP116,RN7SK,chr6,47715283,47715601,319,3189,8,0.025078369905956112,117,0.036688617121354655,0.6835463387187525,59,0.18495297805642633,678,0.21260583254938853,0.8699336976724831,2,0.006269592476489028,46,0.014424584509250549,0.43464631320703284,101,0.3166144200626959,1171,0.36719974913766074,0.8622402951152325,pseudogene,pseudogene
RNU1-105P,RNU1,chr6,47823390,47823550,161,1609,7,0.043478260869565216,55,0.03418272218769422,1.2719367588932806,46,0.2857142857142857,334,0.20758234928527036,1.3763900769888793,2,0.012422360248447204,10,0.006215040397762586,1.998757763975155,66,0.40993788819875776,518,0.3219390926041019,1.2733398882467206,pseudogene,pseudogene
RNU7-65P,RNU7,chr6,49344800,49344861,62,620,2,0.03225806451612903,17,0.027419354838709678,1.1764705882352942,11,0.1774193548387097,135,0.21774193548387097,0.8148148148148149,0,0.0,7,0.01129032258064516,0.0,14,0.22580645161290322,200,0.3225806451612903,0.7,pseudogene,pseudogene
RN7SL580P,RN7SL,chr6,51975673,51975959,287,2869,3,0.010452961672473868,59,0.02056465667479958,0.5082974074292802,79,0.27526132404181186,1000,0.34855350296270476,0.7897247386759583,1,0.003484320557491289,28,0.009759498082955734,0.35701841712294674,97,0.33797909407665505,926,0.32276054374346463,1.0471512104815586,pseudogene,pseudogene
RN7SK,RN7SK,chr6,52995621,52995948,328,3280,7,0.021341463414634148,103,0.031402439024390244,0.6796116504854369,293,0.8932926829268293,969,0.29542682926829267,3.023735810113519,0,0.0,29,0.008841463414634146,0.0,314,0.9573170731707317,1303,0.39725609756097563,2.4098234842670756,"RNA, long non-coding",functional
RN7SL244P,RN7SL,chr6,53090961,53091257,297,2969,8,0.026936026936026935,59,0.019872010778039743,1.3554756605604064,53,0.17845117845117844,525,0.17682721455035366,1.0091839025172358,0,0.0,18,0.006062647356012125,0.0,97,0.3265993265993266,864,0.29100707308858204,1.1223071767053248,pseudogene,pseudogene
RNU6-464P,RNU6,chr6,53153795,53153898,104,1040,2,0.019230769230769232,26,0.025,0.7692307692307693,18,0.17307692307692307,174,0.1673076923076923,1.0344827586206897,0,0.0,6,0.0057692307692307696,0.0,30,0.28846153846153844,293,0.28173076923076923,1.023890784982935,pseudogene,pseudogene
RNU1-136P,RNU1,chr6,53219261,53219424,164,1640,12,0.07317073170731707,47,0.028658536585365855,2.553191489361702,50,0.3048780487804878,315,0.19207317073170732,1.5873015873015872,4,0.024390243902439025,12,0.007317073170731708,3.333333333333333,64,0.3902439024390244,474,0.2890243902439024,1.3502109704641352,pseudogene,pseudogene
RN7SKP256,RN7SK,chr6,53415294,53415607,314,3140,5,0.01592356687898089,88,0.02802547770700637,0.5681818181818181,55,0.1751592356687898,669,0.21305732484076434,0.8221225710014947,2,0.006369426751592357,14,0.0044585987261146496,1.4285714285714286,112,0.35668789808917195,1025,0.32643312101910826,1.0926829268292684,pseudogene,pseudogene
RNU6-1023P,RNU6,chr6,54786387,54786492,106,1060,4,0.03773584905660377,30,0.02830188679245283,1.3333333333333333,25,0.2358490566037736,287,0.27075471698113207,0.8710801393728224,0,0.0,19,0.017924528301886792,0.0,37,0.3490566037735849,365,0.3443396226415094,1.0136986301369864,pseudogene,pseudogene
RNU6-626P,RNU6,chr6,56945730,56945836,107,1069,2,0.018691588785046728,30,0.02806361085126286,0.666043613707165,22,0.205607476635514,220,0.205799812909261,0.9990654205607477,1,0.009345794392523364,4,0.0037418147801683817,2.497663551401869,30,0.2803738317757009,314,0.293732460243218,0.9545211024465741,pseudogene,pseudogene
TRI-AAT1-1,TRNA,chr6,57800211,57800284,74,740,15,0.20270270270270271,38,0.051351351351351354,3.9473684210526314,137,1.8513513513513513,325,0.4391891891891892,4.2153846153846155,1,0.013513513513513514,12,0.016216216216216217,0.8333333333333334,78,1.054054054054054,340,0.4594594594594595,2.2941176470588234,"RNA, transfer",functional
TRA-AGC24-1,TRNA,chr6,57815974,57816046,73,729,11,0.1506849315068493,15,0.0205761316872428,7.323287671232876,65,0.8904109589041096,203,0.2784636488340192,3.1975841824684528,0,0.0,8,0.010973936899862825,0.0,65,0.8904109589041096,259,0.355281207133059,2.506214629502301,"RNA, transfer",functional
TRA-AGC13-2,TRNA,chr6,57838350,57838422,73,729,1,0.0136986301369863,15,0.0205761316872428,0.6657534246575342,27,0.3698630136986301,234,0.32098765432098764,1.1522655426765016,1,0.0136986301369863,3,0.00411522633744856,3.3287671232876708,43,0.589041095890411,287,0.3936899862825789,1.4962054317216362,"RNA, transfer",functional
TRM-CAT7-1,TRNA,chr6,57842214,57842286,73,729,1,0.0136986301369863,18,0.024691358024691357,0.5547945205479452,23,0.3150684931506849,160,0.2194787379972565,1.4355308219178082,0,0.0,5,0.006858710562414266,0.0,31,0.4246575342465753,242,0.3319615912208505,1.279236952337824,"RNA, transfer",functional
TRA-AGC12-3,TRNA,chr6,57856401,57856473,73,729,4,0.0547945205479452,8,0.010973936899862825,4.993150684931507,30,0.410958904109589,179,0.24554183813443073,1.6736817938317898,2,0.0273972602739726,2,0.0027434842249657062,9.986301369863014,38,0.5205479452054794,241,0.33058984910836764,1.5746035354970727,"RNA, transfer",functional
RNU7-66P,RNU7,chr6,66728843,66728904,62,620,3,0.04838709677419355,15,0.024193548387096774,2.0,19,0.3064516129032258,154,0.24838709677419354,1.2337662337662338,2,0.03225806451612903,6,0.00967741935483871,3.333333333333333,28,0.45161290322580644,229,0.36935483870967745,1.222707423580786,pseudogene,pseudogene
RNU6-280P,RNU6,chr6,67546651,67546754,104,1040,7,0.0673076923076923,30,0.028846153846153848,2.333333333333333,40,0.38461538461538464,261,0.25096153846153846,1.5325670498084292,2,0.019230769230769232,6,0.0057692307692307696,3.3333333333333335,53,0.5096153846153846,376,0.36153846153846153,1.4095744680851063,pseudogene,pseudogene
RNU7-48P,RNU7,chr6,70513294,70513356,63,629,3,0.047619047619047616,16,0.025437201907790145,1.8720238095238093,20,0.31746031746031744,204,0.32432432432432434,0.9788359788359787,1,0.015873015873015872,6,0.009538950715421303,1.664021164021164,24,0.38095238095238093,201,0.3195548489666137,1.1921345652688935,pseudogene,pseudogene
RNU6-411P,RNU6,chr6,71182612,71182718,107,1069,4,0.037383177570093455,23,0.021515434985968196,1.7375050792360827,28,0.2616822429906542,207,0.19363891487371376,1.351392839405842,1,0.009345794392523364,7,0.006548175865294668,1.4272363150867822,43,0.40186915887850466,328,0.3068288119738073,1.309750398905858,pseudogene,pseudogene
RNU4-66P,RNU4,chr6,71652474,71652611,138,1380,3,0.021739130434782608,28,0.020289855072463767,1.0714285714285714,29,0.21014492753623187,259,0.18768115942028984,1.1196911196911197,0,0.0,4,0.002898550724637681,0.0,50,0.36231884057971014,422,0.30579710144927535,1.1848341232227488,pseudogene,pseudogene
MTO1,TRNA,chr6,73461737,73509236,47500,475000,1265,0.02663157894736842,11863,0.024974736842105265,1.066340723257186,13614,0.2866105263157895,120624,0.25394526315789473,1.1286311181854358,418,0.0088,3938,0.008290526315789474,1.0614525139664805,17346,0.36517894736842105,154400,0.32505263157894737,1.1234455958549223,gene with protein product,functional
RNU6-975P,RNU6,chr6,73464073,73464177,105,1049,0,0.0,27,0.025738798856053385,0.0,22,0.20952380952380953,234,0.223069590085796,0.9392755392755393,0,0.0,4,0.0038131553860819827,0.0,34,0.3238095238095238,355,0.33841754051477596,0.9568343393695508,pseudogene,pseudogene
RN7SL827P,RN7SL,chr6,73487590,73487877,288,2880,7,0.024305555555555556,75,0.026041666666666668,0.9333333333333333,89,0.3090277777777778,708,0.24583333333333332,1.2570621468926555,2,0.006944444444444444,26,0.009027777777777777,0.7692307692307693,108,0.375,906,0.3145833333333333,1.1920529801324504,pseudogene,pseudogene
RNU1-34P,RNU1,chr6,75473738,75473894,157,1569,4,0.025477707006369428,39,0.0248565965583174,1.0249877511024008,31,0.19745222929936307,291,0.18546845124282982,1.064613566222339,2,0.012738853503184714,8,0.005098789037603569,2.498407643312102,53,0.3375796178343949,448,0.2855321861057999,1.182282188353048,pseudogene,pseudogene
RNU6-1338P,RNU6,chr6,75593055,75593145,91,909,3,0.03296703296703297,20,0.022002200220022004,1.4983516483516484,15,0.16483516483516483,171,0.18811881188118812,0.876229034123771,0,0.0,3,0.0033003300330033004,0.0,27,0.2967032967032967,271,0.29812981298129815,0.9952151169863347,pseudogene,pseudogene
RNU6-1016P,RNU6,chr6,75644084,75644177,94,940,3,0.031914893617021274,31,0.03297872340425532,0.9677419354838709,18,0.19148936170212766,268,0.2851063829787234,0.6716417910447761,1,0.010638297872340425,8,0.00851063829787234,1.25,30,0.3191489361702128,322,0.3425531914893617,0.9316770186335405,pseudogene,pseudogene
RN7SKP163,RN7SK,chr6,75654970,75655299,330,3300,9,0.02727272727272727,87,0.026363636363636363,1.0344827586206897,65,0.19696969696969696,757,0.2293939393939394,0.8586525759577278,2,0.006060606060606061,22,0.006666666666666667,0.9090909090909091,121,0.36666666666666664,1068,0.3236363636363636,1.1329588014981273,pseudogene,pseudogene
RNU6-155P,RNU6,chr6,75768059,75768158,100,1000,1,0.01,18,0.018,0.5555555555555556,14,0.14,244,0.244,0.5737704918032788,1,0.01,14,0.014,0.7142857142857143,32,0.32,342,0.342,0.935672514619883,pseudogene,pseudogene
RNU6-248P,RNU6,chr6,76092834,76092940,107,1069,4,0.037383177570093455,44,0.0411599625818522,0.9082412914188615,39,0.3644859813084112,289,0.27034611786716556,1.3482197716909743,0,0.0,7,0.006548175865294668,0.0,48,0.4485981308411215,435,0.4069223573433115,1.10241701579117,pseudogene,pseudogene
RNU6-261P,RNU6,chr6,76446988,76447089,102,1020,2,0.0196078431372549,30,0.029411764705882353,0.6666666666666666,34,0.3333333333333333,190,0.18627450980392157,1.789473684210526,1,0.00980392156862745,13,0.012745098039215686,0.7692307692307693,37,0.3627450980392157,297,0.2911764705882353,1.2457912457912457,pseudogene,pseudogene
RNU6-84P,RNU6,chr6,76557653,76557754,102,1020,4,0.0392156862745098,27,0.026470588235294117,1.4814814814814814,22,0.21568627450980393,301,0.2950980392156863,0.7308970099667774,0,0.0,11,0.010784313725490196,0.0,33,0.3235294117647059,367,0.35980392156862745,0.899182561307902,pseudogene,pseudogene
TRF-GAA8-1,TRNA,chr6,78958293,78958365,73,729,2,0.0273972602739726,13,0.01783264746227709,1.536354056902002,11,0.1506849315068493,116,0.15912208504801098,0.946976854038734,0,0.0,2,0.0027434842249657062,0.0,28,0.3835616438356164,208,0.28532235939643347,1.3443097997892517,pseudogene,pseudogene
RNU6-130P,RNU6,chr6,82210338,82210440,103,1029,5,0.04854368932038835,25,0.024295432458697766,1.9980582524271844,35,0.33980582524271846,213,0.20699708454810495,1.6415971557500344,2,0.019417475728155338,7,0.006802721088435374,2.854368932038835,36,0.34951456310679613,317,0.3080660835762877,1.134544118097455,pseudogene,pseudogene
SNORD50A,RNU5,chr6,85677294,85677368,75,749,2,0.02666666666666667,24,0.03204272363150868,0.8322222222222222,36,0.48,204,0.27236315086782376,1.7623529411764707,2,0.02666666666666667,4,0.0053404539385847796,4.993333333333334,41,0.5466666666666666,308,0.411214953271028,1.3293939393939394,"RNA, small nucleolar",functional
RNU4-72P,RNU4,chr6,85751581,85751753,173,1729,4,0.023121387283236993,54,0.031231925968768073,0.7403125669021623,30,0.17341040462427745,341,0.19722382880277617,0.8792568609835065,0,0.0,14,0.008097165991902834,0.0,61,0.35260115606936415,578,0.3342972816657027,1.0547532851971118,pseudogene,pseudogene
RNU4-12P,RNU4,chr6,85993021,85993159,139,1389,2,0.014388489208633094,43,0.03095752339812815,0.46478166304165974,48,0.34532374100719426,584,0.42044636429085674,0.8213265004434809,1,0.007194244604316547,25,0.017998560115190784,0.39971223021582736,60,0.4316546762589928,553,0.39812814974802013,1.0842103893738535,pseudogene,pseudogene
RN7SL643P,RN7SL,chr6,86435848,86436138,291,2909,9,0.030927835051546393,90,0.030938466827088347,0.9996563573883162,87,0.29896907216494845,763,0.26228944654520453,1.1398440772317628,1,0.003436426116838488,19,0.006531454107940873,0.526134924941219,127,0.436426116838488,1119,0.3846682708834651,1.134551898018911,pseudogene,pseudogene
RN7SKP209,RN7SK,chr6,87083233,87083536,304,3040,7,0.023026315789473683,77,0.02532894736842105,0.9090909090909091,47,0.15460526315789475,761,0.25032894736842104,0.6176084099868595,0,0.0,21,0.006907894736842105,0.0,84,0.27631578947368424,996,0.32763157894736844,0.8433734939759037,pseudogene,pseudogene
RNU6-444P,RNU6,chr6,87488445,87488552,108,1080,3,0.027777777777777776,24,0.022222222222222223,1.2499999999999998,18,0.16666666666666666,166,0.1537037037037037,1.0843373493975903,0,0.0,5,0.004629629629629629,0.0,36,0.3333333333333333,286,0.26481481481481484,1.2587412587412585,pseudogene,pseudogene
RARS2,TRNA,chr6,87513938,87589987,76050,760500,2270,0.029848783694937542,18820,0.024746877054569363,1.206163655685441,19754,0.259750164365549,170862,0.2246706114398422,1.15613770177102,623,0.00819197896120973,5620,0.007389875082182774,1.108540925266904,27959,0.3676397107166338,237990,0.3129388560157791,1.1747972603890922,gene with protein product,functional
RN7SL183P,RN7SL,chr6,87845650,87845947,298,2980,11,0.03691275167785235,77,0.025838926174496644,1.4285714285714286,93,0.31208053691275167,1038,0.3483221476510067,0.8959537572254335,3,0.010067114093959731,39,0.013087248322147652,0.7692307692307692,111,0.3724832214765101,1097,0.3681208053691275,1.0118505013673655,pseudogene,pseudogene
RNU2-61P,RNU2,chr6,89063500,89063690,191,1909,5,0.02617801047120419,58,0.030382399161864852,0.8616176205091172,38,0.19895287958115182,1016,0.5322158198009429,0.37381992826812876,1,0.005235602094240838,48,0.025144054478784705,0.2082242582897033,60,0.31413612565445026,754,0.39497118910424306,0.7953393420084158,pseudogene,pseudogene
RN7SL336P,RN7SL,chr6,89090946,89091242,297,2969,9,0.030303030303030304,57,0.019198383294038397,1.5784157363104732,74,0.24915824915824916,869,0.2926911417985854,0.8512667914278961,3,0.010101010101010102,26,0.008757157292017514,1.1534576534576535,103,0.3468013468013468,973,0.32771977096665544,1.058225281246864,pseudogene,pseudogene
RN7SL11P,RN7SL,chr6,89478141,89478433,293,2929,11,0.03754266211604096,69,0.023557528166609765,1.5936588019983182,63,0.2150170648464164,867,0.29600546261522703,0.7263955973877204,0,0.0,26,0.008876749743939911,0.0,95,0.3242320819112628,1022,0.3489245476271765,0.9292326496263099,pseudogene,pseudogene
RN7SKP110,RN7SK,chr6,90001222,90001506,285,2849,7,0.02456140350877193,75,0.026325026325026327,0.9330058479532163,57,0.2,504,0.1769041769041769,1.1305555555555558,1,0.0035087719298245615,8,0.002808002808002808,1.249561403508772,90,0.3157894736842105,818,0.28711828711828713,1.0998584480761806,pseudogene,pseudogene
RN7SL415P,RN7SL,chr6,91739609,91739897,289,2889,12,0.04152249134948097,86,0.029768085842852197,1.3948660175424479,91,0.314878892733564,778,0.26929733471789546,1.1692610811147384,3,0.010380622837370242,19,0.006576670128071997,1.5784010198506646,97,0.3356401384083045,1080,0.37383177570093457,0.8978373702422145,pseudogene,pseudogene
RN7SL797P,RN7SL,chr6,96282567,96282863,297,2969,7,0.02356902356902357,81,0.027281913102054564,0.8639065552645799,69,0.23232323232323232,699,0.23543280565847086,0.9867920983800812,1,0.003367003367003367,33,0.01111485348602223,0.3029282726252423,100,0.3367003367003367,967,0.3256988885146514,1.033777972764529,pseudogene,pseudogene
RNU4-70P,RNU4,chr6,96649453,96649591,139,1389,2,0.014388489208633094,48,0.03455723542116631,0.41636690647482016,29,0.20863309352517986,368,0.26493880489560834,0.7874765405067251,0,0.0,15,0.01079913606911447,0.0,45,0.3237410071942446,538,0.3873290136789057,0.835829477681795,pseudogene,pseudogene
RN7SL509P,RN7SL,chr6,96914699,96914995,297,2969,12,0.04040404040404041,72,0.0242505894240485,1.666105499438833,63,0.21212121212121213,560,0.18861569552037724,1.124621212121212,2,0.006734006734006734,21,0.007073088582014146,0.9520602853936188,101,0.3400673400673401,856,0.28831256315257664,1.1795092671260896,pseudogene,pseudogene
RNU6-897P,RNU6,chr6,104766822,104766926,105,1049,3,0.02857142857142857,21,0.02001906577693041,1.4272108843537414,28,0.26666666666666666,181,0.17254528122020973,1.54548802946593,1,0.009523809523809525,5,0.004766444232602479,1.9980952380952381,41,0.3904761904761905,284,0.27073403241182076,1.4422870556673375,pseudogene,pseudogene
RNU6-1106P,RNU6,chr6,105045562,105045668,107,1069,2,0.018691588785046728,31,0.028999064546304958,0.6445583358456436,21,0.19626168224299065,338,0.3161833489242282,0.6207211192833048,0,0.0,8,0.007483629560336763,0.0,40,0.37383177570093457,394,0.3685687558465856,1.0142796147824849,pseudogene,pseudogene
RN7SKP211,RN7SK,chr6,105904373,105904687,315,3149,10,0.031746031746031744,85,0.026992696093998094,1.1760971055088703,70,0.2222222222222222,618,0.19625277865989202,1.1323265012585402,2,0.006349206349206349,19,0.006033661479834868,1.052297410192147,113,0.35873015873015873,929,0.2950142902508733,1.2159755326601398,pseudogene,pseudogene
RN7SL47P,RN7SL,chr6,106283413,106283711,299,2989,12,0.04013377926421405,68,0.022750083640013383,1.7641156797167028,84,0.2809364548494983,573,0.1917029106724657,1.465478295890315,2,0.006688963210702341,13,0.004349280695884911,1.537947002829946,116,0.3879598662207358,911,0.3047842087654734,1.2729001538241265,pseudogene,pseudogene
RNU6-344P,RNU6,chr6,106304176,106304286,111,1109,4,0.036036036036036036,29,0.026149684400360685,1.378067722895309,27,0.24324324324324326,254,0.2290351668169522,1.0620344754203022,2,0.018018018018018018,6,0.005410279531109108,3.33033033033033,42,0.3783783783783784,372,0.33543733092876465,1.1280151118860797,pseudogene,pseudogene
RNU6-527P,RNU6,chr6,106607716,106607819,104,1040,4,0.038461538461538464,24,0.023076923076923078,1.6666666666666667,20,0.19230769230769232,194,0.18653846153846154,1.0309278350515465,1,0.009615384615384616,7,0.006730769230769231,1.4285714285714286,31,0.2980769230769231,292,0.28076923076923077,1.0616438356164384,pseudogene,pseudogene
QRSL1,TRNA,chr6,106629578,106668417,38840,388400,1115,0.028707518022657055,10675,0.02748455200823893,1.044496487119438,9489,0.24430998970133883,89188,0.22962924819773428,1.063932367583083,349,0.008985581874356333,3717,0.009570030895983522,0.9389292440139898,13093,0.33710092687950566,121864,0.3137590113285273,1.0743944068798004,gene with protein product,functional
RNU6-117P,RNU6,chr6,106738948,106739054,107,1069,6,0.056074766355140186,27,0.025257249766136577,2.2201453790238834,26,0.24299065420560748,202,0.18896164639850327,1.2859257888405664,0,0.0,5,0.004677268475210477,0.0,44,0.411214953271028,317,0.29653882132834425,1.3867154102420471,pseudogene,pseudogene
RNU6-1299P,RNU6,chr6,107133071,107133170,100,1000,2,0.02,27,0.027,0.7407407407407408,38,0.38,308,0.308,1.2337662337662338,1,0.01,21,0.021,0.47619047619047616,36,0.36,391,0.391,0.9207161125319693,pseudogene,pseudogene
RNU6-437P,RNU6,chr6,107930088,107930182,95,949,4,0.042105263157894736,21,0.022128556375131718,1.9027568922305764,118,1.2421052631578948,299,0.3150684931506849,3.9423340961098403,1,0.010526315789473684,4,0.004214963119072708,2.4973684210526317,54,0.5684210526315789,328,0.34562697576396206,1.6446084724005134,pseudogene,pseudogene
RNU6-1144P,RNU6,chr6,108292766,108292869,104,1040,2,0.019230769230769232,9,0.008653846153846154,2.2222222222222223,23,0.22115384615384615,249,0.23942307692307693,0.9236947791164658,0,0.0,18,0.01730769230769231,0.0,29,0.27884615384615385,290,0.27884615384615385,1.0,pseudogene,pseudogene
RNU6-770P,RNU6,chr6,108392073,108392177,105,1049,1,0.009523809523809525,18,0.017159199237368923,0.5550264550264551,17,0.1619047619047619,161,0.1534795042897998,1.0548950014788525,0,0.0,2,0.0019065776930409914,0.0,30,0.2857142857142857,281,0.2678741658722593,1.0665988815455005,pseudogene,pseudogene
RNU6-653P,RNU6,chr6,109059509,109059614,106,1060,3,0.02830188679245283,15,0.014150943396226415,2.0,29,0.27358490566037735,194,0.1830188679245283,1.4948453608247423,0,0.0,5,0.0047169811320754715,0.0,41,0.3867924528301887,282,0.2660377358490566,1.4539007092198584,pseudogene,pseudogene
RNY3P11,RNY,chr6,109305494,109305595,102,1020,1,0.00980392156862745,30,0.029411764705882353,0.3333333333333333,16,0.1568627450980392,161,0.15784313725490196,0.9937888198757764,0,0.0,10,0.00980392156862745,0.0,30,0.29411764705882354,293,0.2872549019607843,1.0238907849829353,pseudogene,pseudogene
RN7SL617P,RN7SL,chr6,110439996,110440303,308,3080,10,0.032467532467532464,84,0.02727272727272727,1.1904761904761905,72,0.23376623376623376,583,0.18928571428571428,1.234991423670669,6,0.01948051948051948,22,0.007142857142857143,2.7272727272727275,107,0.3474025974025974,973,0.3159090909090909,1.0996916752312436,pseudogene,pseudogene
